d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,10074.00,10361.70
1_facilities_and_construction,2018-2019,135475.57,137161.97
1_facilities_and_construction,2019-2020,106644.33,105437.54
10_office_management,2017-2018,909718.23,937755.99
10_office_management,2018-2019,1172640.37,1195355.09
10_office_management,2019-2020,1095252.87,1086516.06
10_office_management,2020-2021,1092260.38,1040182.15
10_office_management,2021-2022,1092260.38,1015502.50
10_office_management,2022-2023,1313778.22,1173704.61
2_professional_services,2018-2019,11003.25,11297.00
2_professional_services,2019-2020,60768.01,59380.97
2_professional_services,2020-2021,81812.00,77701.86
2_professional_services,2022-2023,23141.93,20624.13
3_information_technology,2018-2019,75637.97,76888.90
3_information_technology,2019-2020,22518.70,22588.39
