d_vendor_name,overall_total
IBM CANADA,864802744.48
NORTHERN MICRO,461488838.64
NISHA TECHONOLOGIES,219257579.15
HEWLETT PACKARD,202631678.49
TERAMACH TECHNOLOGIES,152109389.86
BELL CANADA,141337746.03
INSA,116572291.61
CDW CANADA,88981599.13
DECISIVE GROUP,87917403.80
STONEWORKS TECHNOLOGIES,80750239.83
KYNDRYL CANADA,72797904.64
ONX ENTERPRISE SOLUTIONS,71878987.44
HYPERTEC,69936099.33
TOSHIBA CANADA,68529195.79
DYNABOOK CANADA,62505606.93
DELL COMPUTER,59039847.51
TELECOM COMPUTER SERVICES,58545644.51
ITEX,58263647.52
CLICK NETWORKS,53079675.84
PURESPIRIT SOLUTIONS,43826851.27
COMPUGEN,36467736.26
ECLIPSYS SOLUTIONS,30167334.05
HITACHI DATA SYSTEMS,29259635.44
ADVANCED CHIPPEWA TECHNOLOGIES,27587414.15
COMPUCOM CANADA,25846653.77
FUJITSU,24238574.93
PANASONIC,22885069.20
COMBAT NETWORKS,21239639.18
DONNA CONA,19695622.87
XEROX,18020615.14
IPSS,17888048.01
MISHKUMI TECHNOLOGIES,17214119.84
DNR CONSULTING GROUP,16655618.58
INTEGRA NETWORKS,15688607.19
GLASSHOUSE SYSTEMS,14741134.15
TELUS CANADA,14424548.05
ZYCOM,11543362.13
RICOH,11426936.80
OPTIV CANADA FEDERAL,9723304.31
R2I,9264413.53
PRINTERS PLUS,9232801.03
LAURENTIAN TECHNOLOGIES,8590092.57
TANKATEK,8203980.57
PURELOGIC,8192840.12
CANON,8117342.23
MICROSOFT CANADA,7815523.48
BELL AND HOWELL CANADA,7197081.74
SOFTCHOICE,7070266.65
CONEXSYS,6796544.52
EMCON SERVICES,6732579.53
ACCESS 2 NETWORKS,6655567.72
PHASELOCK SYSTEMS INTERNATIONAL,6398310.66
SHARP ELECTRONICS,5882017.60
CALIAN,5869558.42
CAREWORX,5865853.97
AVI SPL,5728058.34
GENERAL DYNAMICS,5160701.60
TRANSPOLAR TECHNOLOGY,5101678.64
CHANNEL MANAGEMENT INTERNATIONAL,4512725.27
MCAFEE INTERNATIONAL,4076272.88
ICEBERG NETWORKS,3769151.75
ORACLE CANADA,3631137.00
DALIAN ENTERPRISES,3614543.95
CBCI TELECOM,3526350.69
OPEN STORAGE SOLUTIONS,3266945.29
NOVA NETWORKS,3031310.28
CSI LEASING CANADA,3018346.76
SAP,3017413.94
WATCHGUARD VIDEO,2954412.85
OPEX,2876752.84
KONICA MINOLTA BUSINESS SOLUTIONS,2735321.72
MORPHO CANADA,2609248.96
APPLIED ELECTONICS,2600571.63
ACT,2576714.30
HONEYWELL,2512897.73
CITRIX,2357077.81
SYNERSOLUTIONS TECHNOLOGIES,2327657.55
QUANTUM MANAGEMENT SERVICES,2216102.62
DATA CENTRE INTELLIGENCE,2161776.25
CARAHSOFT TECHNOLOGY,1964589.16
PACIFIC GEOMATICS,1958782.72
EMPOWERED NETWORKS,1957289.26
STAPLES ADVANTAGE CANADA,1928656.87
TFORCE FINAL MILE,1921000.00
DILIGENS,1767538.93
MOTOROLA SOLUTIONS CANADA,1712015.10
THE IT BROKER,1545415.11
ACCENTURE,1446592.10
AMAZON,1422275.43
TESTFORCE SYSTEMS,1378782.96
ULTRA ELECTRONICS,1321909.61
BANCTEC CANADA,1307431.28
DLS TECHNOLOGY,1287221.13
THALES,1140845.40
FREQUENTIS CANADA,1113553.79
PERCEPTICS,1111681.70
SENSUS COMMUNICATION SOLUTIONS,1083431.34
ESRI,1082457.28
ENTRUST,1066174.92
RAYTHEON,1051013.00
FELIX TECHNOLOGY,985788.25
L3HARRIS,965007.99
INNOVASEA MARINE SYSTEMS CANADA,953906.83
OPENTEXT,797698.70
4 OFFICE AUTOMATION,750511.91
PALADIN GROUP,692257.19
CSDC SYSTEMS,687134.03
WATERS,684913.34
ROHDE SCHWARZ CANADA,648503.11
INSIGHT SOFTWARE CANADA,641462.88
CHARTER TELECOM,620654.96
OEI KRUEGER,609135.06
GENESIS INTEGRATION,600286.49
FREEBALANCE,491751.11
3D DATACOMM,482515.29
PITNEY BOWES,461195.12
MNP,457108.97
TEEL TECHNOLOGIES CANADA,444724.54
CONVERGINT TECHNOLOGIES,434967.17
ANIXTER,421130.06
CLOSEREACH,405079.83
UNISYS CANADA,392510.90
NIMBLE INFORMATION STRATEGIES,378686.20
GEMALTO COGENT,376923.37
ANTHONY MACAULEY ASSOCIATES,348980.28
NORTHWESTEL,326837.26
SOLOTECH,326367.66
INLAND AUDIO VISUAL,278933.69
SI SYSTEMS,233533.38
ILLUMINA CANADA,202071.05
JAVELIN TECHNOLOGIES,190861.81
SIERRA SYSTEMS GROUP,183921.23
PV SERVICES,180000.64
MULTISHRED,176367.11
EKOS RESEARCH ASSOCIATES,175633.64
WESCO DISTRIBUTION CANADA,169960.60
QUADBRIDGE,167972.96
GRAND TOY,166642.83
KEYSIGHT TECHNOLOGIES CANADA,164686.70
NOVIPRO,162593.51
GLOBAL UPHOLSTERY,154797.30
VMWARE,133459.98
THERMO FISHER SCIENTIFIC,128115.94
SAS INSTITUTE,125226.68
GRAYBAR CANADA,123537.46
NEOPOST CANADA,116287.81
IVAN S CAMERA,115447.01
CACHE COMPUTER CONSULTING,115118.75
DASCO STORAGE SOLUTIONS,113413.43
ADVANCED BUSINESS INTERIORS,110955.91
SIEMENS,102862.39
THE MATHWORKS,101500.87
QMR,99615.00
GARTNER,98341.39
ARTEMP PERSONNEL SERVICES,97462.50
SYSTEMATIX SOLUTIONS,90750.00
MAGNET FORENSICS,87491.09
JOHNSON CONTROLS CANADA,85021.03
WORKDYNAMICS TECHNOLOGIES,84888.00
IFATHOM,81925.00
WESTBURY NATIONAL SHOW SYSTEMS,79316.76
ACME FUTURE SECURITY CONTROLS,79112.14
CULLEN DIESEL POWER,73269.44
DELCO AUTOMATION,71926.92
EBSCO CANADA,70622.09
WOLTERS KLUWER,69777.50
OXFORD ECONOMICS USA,63053.31
LEO PISCES SERVICES GROUP,61379.55
DASCO EQUIPMENT,60757.80
ORANGUTECH,60188.32
MADSEN DIESEL TURBINE,57500.00
GOSS GILROY,55822.00
