d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
3D DATACOMM,2017-2018,10519.00,10808.87
3D DATACOMM,2019-2020,59133.02,59222.77
3D DATACOMM,2020-2021,412863.27,389577.63
4 OFFICE AUTOMATION,2017-2018,442376.94,454583.06
4 OFFICE AUTOMATION,2018-2019,217413.71,219831.92
4 OFFICE AUTOMATION,2019-2020,11046.99,10958.34
4 OFFICE AUTOMATION,2020-2021,35437.09,33795.51
4 OFFICE AUTOMATION,2021-2022,11016.81,10309.10
ACCENTURE,2019-2020,216295.56,211143.24
ACCENTURE,2020-2021,1230296.54,1175463.14
ACCESS 2 NETWORKS,2017-2018,1983849.66,2042873.90
ACCESS 2 NETWORKS,2018-2019,4009536.24,4085705.93
ACCESS 2 NETWORKS,2019-2020,537377.55,533880.94
ACCESS 2 NETWORKS,2020-2021,99502.12,94758.74
ACCESS 2 NETWORKS,2021-2022,25302.15,23685.42
ACME FUTURE SECURITY CONTROLS,2017-2018,59492.22,61151.11
ACME FUTURE SECURITY CONTROLS,2019-2020,19619.92,19188.83
ACT,2017-2018,15820.00,16260.09
ACT,2018-2019,36586.69,37001.63
ACT,2019-2020,48588.69,48124.60
ACT,2020-2021,435094.06,413909.42
ACT,2021-2022,2040624.87,1919209.65
ADVANCED BUSINESS INTERIORS,2017-2018,93145.43,95823.27
ADVANCED BUSINESS INTERIORS,2018-2019,17810.48,17980.19
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,3506630.23,3610868.37
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,6365353.28,6471334.94
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,4312015.83,4281476.67
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,5112304.68,4863023.21
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,8291110.13,7728496.15
AGILENT,2017-2018,15357.51,15796.41
AINSWORTH,2019-2020,2041.11,1992.49
AINSWORTH,2020-2021,11857.89,11232.87
AMAZON,2019-2020,41415.64,40551.97
AMAZON,2020-2021,1032169.21,981821.10
AMAZON,2021-2022,348690.58,320884.49
ANALYTICAL GRAPHICS,2017-2018,27502.88,28273.64
ANIXTER,2017-2018,45730.82,47147.95
ANIXTER,2018-2019,60061.09,61054.63
ANIXTER,2019-2020,106724.49,105966.47
ANIXTER,2020-2021,77876.07,74548.61
ANIXTER,2021-2022,130737.60,119816.41
ANSYS CANADA,2018-2019,6856.44,6930.13
ANSYS CANADA,2019-2020,13383.76,13359.84
ANTHONY MACAULEY ASSOCIATES,2019-2020,348980.28,350249.61
APPLIED ELECTONICS,2017-2018,696308.07,715505.40
APPLIED ELECTONICS,2018-2019,426901.89,432746.83
APPLIED ELECTONICS,2019-2020,696133.44,691149.48
APPLIED ELECTONICS,2020-2021,411620.07,391725.06
APPLIED ELECTONICS,2021-2022,369608.15,336786.39
ARTEMP PERSONNEL SERVICES,2019-2020,97462.50,96658.19
ASOKAN BUSINESS INTERIORS,2018-2019,10345.15,10433.38
ASOKAN BUSINESS INTERIORS,2019-2020,24543.05,24074.97
AVI SPL,2017-2018,785057.11,807006.87
AVI SPL,2018-2019,1266314.33,1281818.44
AVI SPL,2019-2020,782463.55,773045.11
AVI SPL,2020-2021,526022.22,500770.13
AVI SPL,2021-2022,2368201.13,2179800.12
BANCTEC CANADA,2018-2019,126268.02,127621.00
BANCTEC CANADA,2019-2020,393867.48,390706.65
BANCTEC CANADA,2020-2021,407995.63,388897.62
BANCTEC CANADA,2021-2022,379300.16,355519.97
BELL AND HOWELL CANADA,2017-2018,1328086.02,1369092.81
BELL AND HOWELL CANADA,2018-2019,1422317.03,1446051.80
BELL AND HOWELL CANADA,2019-2020,1665885.03,1652516.14
BELL AND HOWELL CANADA,2020-2021,1661333.43,1583872.87
BELL AND HOWELL CANADA,2021-2022,1661333.43,1554611.10
BELL CANADA,2017-2018,6533716.01,6727050.55
BELL CANADA,2018-2019,20115057.50,20389830.20
BELL CANADA,2019-2020,24930177.55,24655199.29
BELL CANADA,2020-2021,49132027.61,46777776.74
BELL CANADA,2021-2022,47829035.93,44685619.28
BLACK MCDONALD,2019-2020,23342.33,22786.30
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2019-2020,1523.59,1487.30
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2020-2021,43813.46,41925.66
BROOKS CORNING COMPANY,2019-2020,24806.25,24356.26
BRS INNOVATIONS,2020-2021,1589.43,1515.40
BRS INNOVATIONS,2021-2022,3842.00,3595.19
CA,2021-2022,17467.01,16254.56
CACHE COMPUTER CONSULTING,2020-2021,94778.75,90113.20
CACHE COMPUTER CONSULTING,2021-2022,20340.00,19033.38
CALIAN,2018-2019,9067.90,9145.24
CALIAN,2019-2020,643148.02,633073.88
CALIAN,2020-2021,1408713.45,1342329.24
CALIAN,2021-2022,3808629.04,3530575.56
CALYTERA SOFTWARE,2021-2022,16671.34,15498.10
CAMPBELL SCIENTIFIC CANADA,2018-2019,15463.21,15810.83
CANON,2017-2018,1329102.86,1369601.50
CANON,2018-2019,1603810.87,1632757.87
CANON,2019-2020,2172235.40,2154144.55
CANON,2020-2021,2020486.52,1927197.33
CANON,2021-2022,1263774.77,1186664.01
CANSEL SURVEY EQUIPMENT,2017-2018,55084.62,56716.97
CARAHSOFT TECHNOLOGY,2017-2018,234158.13,241158.26
CARAHSOFT TECHNOLOGY,2018-2019,718408.94,731134.62
CARAHSOFT TECHNOLOGY,2019-2020,380959.37,377004.90
CARAHSOFT TECHNOLOGY,2020-2021,74736.69,71123.79
CARAHSOFT TECHNOLOGY,2021-2022,300496.12,278119.07
CAREWORX,2017-2018,3040279.50,3128207.24
CAREWORX,2018-2019,1245352.24,1264175.66
CAREWORX,2019-2020,1338191.90,1341386.36
CAREWORX,2020-2021,121122.35,115474.95
CAREWORX,2021-2022,120907.98,113146.66
CARTEL COMMUNICATION SYSTEMS,2021-2022,25142.25,22861.11
CBCI TELECOM,2017-2018,692634.59,711902.49
CBCI TELECOM,2018-2019,599254.33,607734.30
CBCI TELECOM,2019-2020,372734.88,370444.79
CBCI TELECOM,2020-2021,444257.10,425704.22
CBCI TELECOM,2021-2022,1417469.79,1293090.08
CDW CANADA,2017-2018,16814754.61,17299271.78
CDW CANADA,2018-2019,19241963.17,19529986.79
CDW CANADA,2019-2020,17220648.40,16981842.11
CDW CANADA,2020-2021,13840331.08,13168110.98
CDW CANADA,2021-2022,21863901.88,20349938.70
CHANNEL MANAGEMENT INTERNATIONAL,2017-2018,232696.89,239796.59
CHANNEL MANAGEMENT INTERNATIONAL,2018-2019,638888.64,650626.91
CHANNEL MANAGEMENT INTERNATIONAL,2019-2020,284154.68,281794.41
CHANNEL MANAGEMENT INTERNATIONAL,2020-2021,632154.09,599411.52
CHANNEL MANAGEMENT INTERNATIONAL,2021-2022,2724830.97,2549790.66
CHARRON HUMAN RESOURCES,2018-2019,11063.70,11158.06
