d_vendor_name,overall_total
ORACLE CANADA,445675.24
INFO TECH RESEARCH GROUP,271120.85
EPERFORMANCE,174223.83
PROSCI CANADA,168139.20
GENERAL MOTORS,164391.36
CISION CANADA,153332.69
KONICA MINOLTA BUSINESS SOLUTIONS,153132.25
SUBARU CANADA,150578.14
NISSAN CANADA,84910.25
ACCENTURE,80500.00
MNP,79091.25
PURESPIRIT SOLUTIONS,75944.53
ORANGUTECH,69517.50
SDL INTERNATIONAL CANADA,60687.38
GLOBAL UPHOLSTERY,52667.37
PROMAXIS,43681.59
KIA CANADA,42674.20
HAWORTH,33805.21
FERENCE COMPANY CONSULTING,31280.00
CEDROM SNI,22537.12
PHASELOCK SYSTEMS INTERNATIONAL,16083.90
CARAHSOFT TECHNOLOGY,7508.05
OXFORD ECONOMICS USA,4308.22
