d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,22529.31,23013.51
1_facilities_and_construction,2019-2020,339390.15,334324.26
1_facilities_and_construction,2020-2021,640642.60,609704.44
1_facilities_and_construction,2021-2022,642417.49,593815.93
1_facilities_and_construction,2022-2023,326295.48,292488.86
10_office_management,2017-2018,153685.93,158183.14
10_office_management,2018-2019,324766.63,330277.95
10_office_management,2019-2020,271313.63,266475.62
10_office_management,2020-2021,79296.92,74719.56
10_office_management,2021-2022,241004.64,222319.55
10_office_management,2022-2023,406083.55,362793.80
11_defence,2017-2018,790264.31,813172.56
11_defence,2018-2019,1515414.88,1537072.77
11_defence,2019-2020,1378924.99,1365291.60
11_defence,2020-2021,733761.20,693229.49
11_defence,2021-2022,399164.48,371364.89
11_defence,2022-2023,1054561.87,934680.59
2_professional_services,2017-2018,158352.67,163077.11
2_professional_services,2018-2019,4784039.35,4875716.58
2_professional_services,2019-2020,73453.15,72783.98
2_professional_services,2020-2021,165340.63,156739.38
2_professional_services,2021-2022,304599.52,285800.34
2_professional_services,2022-2023,136526.77,121304.39
3_information_technology,2017-2018,10093355.74,10392435.95
3_information_technology,2018-2019,14206891.98,14463551.04
3_information_technology,2019-2020,12833433.74,12728209.09
3_information_technology,2020-2021,8902107.56,8457806.60
3_information_technology,2021-2022,3905890.26,3577149.63
3_information_technology,2022-2023,6951835.07,6197980.29
6_industrial_products_and_services,2017-2018,107426.70,110578.14
6_industrial_products_and_services,2018-2019,76420.26,77474.03
6_industrial_products_and_services,2019-2020,159327.24,156138.99
6_industrial_products_and_services,2020-2021,62699.82,59374.19
6_industrial_products_and_services,2021-2022,112394.72,103568.47
6_industrial_products_and_services,2022-2023,615311.24,547183.94
9_human_capital,2019-2020,35643.68,34830.10
9_human_capital,2020-2021,141885.60,135131.45
