d_vendor_name,overall_total
COSSETTE COMMUNICATIONS,23224615.98
"NATIONS TRANSLATION GROUP",2597579.90
THE MASHA KRUPP TRANSLATION GROUP,2223101.74
CISTEL TECHNOLOGY,2091758.91
SAS INSTITUTE,1823809.60
LOWE MARTIN COMPANY,1307172.39
MICROSOFT CANADA,1129805.40
CDW CANADA,966453.20
GRAYBRIDGE INTERNATIONAL CONSULTING,828538.82
HYPERTEC,775443.95
EXCEL HUMAN RESOURCES,629913.31
THOMSON REUTERS,598655.28
NISHA TECHONOLOGIES,597308.15
KONICA MINOLTA BUSINESS SOLUTIONS,549267.09
4 OFFICE AUTOMATION,513350.31
ENVIRONICS RESEARCH GROUP,507643.46
MICHAEL WAGER CONSULTING,491872.26
PRINTERS PLUS,446452.21
SI SYSTEMS,430006.81
SOLOTECH,369165.90
SYSTEMSCOPE,346797.00
PRICEWATERHOUSE COOPERS,333881.58
EBSCO CANADA,326515.64
MAXSYS STAFFING AND CONSULTING,325050.02
MAPLESOFT CONSULTING,322954.00
PRECISIONERP,301109.49
MEDIA Q,292084.88
EKOS RESEARCH ASSOCIATES,271402.16
ORANGUTECH,268973.12
ADVANCED BUSINESS INTERIORS,254482.96
LEO PISCES SERVICES GROUP,237923.52
ROGERS,234553.08
TELUS CANADA,189697.36
DELOITTE AND TOUCHE,148399.00
ALTIS HUMAN RESOURCES,139613.59
ARTEMP PERSONNEL SERVICES,122885.98
CSDC SYSTEMS,111025.43
DLS TECHNOLOGY,105146.53
GILMORE REPRODUCTIONS,98091.91
VERITAAQ TECHNOLOGY HOUSE,93287.15
QMR,92377.50
OPROMA,77328.16
"NATTIQ",73512.16
DELL COMPUTER,72750.19
RAYMOND CHABOT GRANT THORNTON,69884.49
IHS GLOBAL,67199.71
KPMG,65071.00
AVI SPL CANADA,55854.94
CALIAN,46945.65
PORTAGE PERSONNEL,43921.77
FORD MOTOR COMPANY,39389.54
TOYOTA CANADA,39213.93
CISION CANADA,37751.04
ERNST YOUNG,33888.70
S P GLOBAL MARKET INTELLIGENCE,32797.50
PROQUEST,29730.45
BANFIELD SEGUIN,28250.00
TRM TECHNOLOGIES,25990.00
DONNA CONA,24690.50
ONX ENTERPRISE SOLUTIONS,23984.25
THE MATHWORKS,23749.35
ADVANCED CHIPPEWA TECHNOLOGIES,23505.82
CANADIAN CORPS OF COMMISSIONAIRES,21625.49
QUINTET CONSULTING,19703.19
MCCARTHY TETRAULT,19492.50
NOVA NETWORKS,18550.22
STONEWORKS TECHNOLOGIES,18456.06
TURTLE ISLAND STAFFING,17158.07
UNIVERSITY OF OTTAWA,16950.00
BDO CANADA,16017.75
IBM CANADA,15340.70
THOMAS SCHMIDT,14280.21
CARAHSOFT TECHNOLOGY,13892.39
IBISKA TELECOM,13690.02
SHI CANADA,13407.11
DYNAMIC PERSONNEL CONSULTANTS,11623.63
TOTEM OFFISOURCE,11226.55
LANNICK CONTRACT SOLUTIONS,9642.69
