d_vendor_name,overall_total
PR3 MEDIAS,13804814.16
LINOVATI,2139328.88
MAPLESOFT CONSULTING,1771621.84
CACHE COMPUTER CONSULTING,1570830.58
GARTNER,1228102.65
COLLIERS PROJECT LEADERS,694319.94
EBSCO CANADA,662456.87
SAP,657442.24
FERENCE COMPANY CONSULTING,497124.66
SUPER CHANNEL INTERNATIONAL,407365.00
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,394344.67
"NAUT MAWT TRIBAL COUNCIL",386925.00
MOMENTUM SOLUTIONS,271095.35
ADVANCED BUSINESS INTERIORS,262539.68
CEDROM SNI,261550.30
ENVIRONICS RESEARCH GROUP,256129.76
DYMECH ENGINEERING,226990.23
MNP,212834.82
POSTMEDIA NETWORK,211499.25
CARAHSOFT TECHNOLOGY,210174.31
IPSOS,188256.37
PROQUEST,176046.48
R E GILMORE INVESTMENTS,169146.14
INTERACTIVE AUDIO VISUAL,165504.26
CNW GROUP,163940.23
AON REED STENHOUSE,150226.18
AINSWORTH,149610.95
UNIVERSITY OF OTTAWA,140240.00
MESSA COMPUTING,135757.69
HAWORTH,130678.45
SYSTEMATIX SOLUTIONS,127114.27
LES TRAITEURS BYTOWN CATERING,121433.45
NOVA NETWORKS,99804.61
GENERAL MOTORS,99134.54
RHEA,84416.71
ASOKAN BUSINESS INTERIORS,83500.97
HEWLETT PACKARD,77511.86
CSDC SYSTEMS,75308.97
UNIVERSITY OF REGINA,66149.16
PROCOM CONSULTANTS,63963.84
PURESPIRIT SOLUTIONS,55811.64
SYSTEMSCOPE,55776.80
PHASELOCK SYSTEMS INTERNATIONAL,55590.76
SUNCOR ENERGY,53463.39
MEDIA Q,52841.25
EKOS RESEARCH ASSOCIATES,52760.98
NITAM SOLUTIONS,49582.14
THE VCAN GROUP,49269.17
JIM PATTISON INDUSTRIES,48121.80
WESTBURY NATIONAL SHOW SYSTEMS,48050.99
SUBARU CANADA,46704.46
"NATIONAL ARTS CENTRE",45200.00
TOTEM OFFISOURCE,38388.73
SAS INSTITUTE,38220.34
ITEX,35739.10
TELECOM COMPUTER SERVICES,33067.57
EBERHARD VON HUENE ASSOCIATES,30626.38
GATESTONE,27087.60
ACOSYS CONSULTING SERVICES,25689.25
MANIFEST COMMUNICATIONS,24718.75
INFO TECH RESEARCH GROUP,24441.48
ANIXTER CANADA,16663.48
GLOBAL UPHOLSTERY,15370.65
PATTISON SIGN GROUP,11865.00
IFATHOM,11639.00
PALADIN GROUP,11134.62
OXFORD ECONOMICS USA,6344.52
