d_vendor_name,d_fiscal_year,total
A HUNDRED ANSWERS,2017-2018,38952.98630136986
ADVANCED BUSINESS INTERIORS,2017-2018,24341.53
ADVANCED BUSINESS INTERIORS,2018-2019,93720.59791666667
ADVANCED BUSINESS INTERIORS,2019-2020,110280.60061631945
ADVANCED BUSINESS INTERIORS,2020-2021,34196.95146701389
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,65010.59028406708
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,115095.41203843945
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,145643.84172877765
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,251644.96873697577
AGILENT,2019-2020,13389.94
AGILENT,2020-2021,12953.017739557738
AINSWORTH,2017-2018,14916
AINSWORTH,2018-2019,32663.330474452552
AINSWORTH,2019-2020,32752.819051094888
AINSWORTH,2020-2021,32663.330474452552
ALTIS HUMAN RESOURCES,2017-2018,56138.800453318945
ALTIS HUMAN RESOURCES,2018-2019,100926.14152923816
ALTIS HUMAN RESOURCES,2019-2020,50772.968952590956
ALTIS HUMAN RESOURCES,2020-2021,18602.538516223223
ANIXTER CANADA,2019-2020,16663.480000000003
AON REED STENHOUSE,2017-2018,64026.480011591324
AON REED STENHOUSE,2018-2019,34704.49989272079
AON REED STENHOUSE,2019-2020,31972.889800665052
AON REED STENHOUSE,2020-2021,19522.30967447307
ARI FINANCIAL SERVICES,2017-2018,21707
ARI FINANCIAL SERVICES,2018-2019,21667.5
ARI FINANCIAL SERVICES,2019-2020,13678.5
ARI FINANCIAL SERVICES,2020-2021,21052.90307486631
ARTEMP PERSONNEL SERVICES,2018-2019,10741.658323529411
ARTEMP PERSONNEL SERVICES,2019-2020,12520.531676470588
ASOKAN BUSINESS INTERIORS,2019-2020,83500.97
AVI SPL CANADA,2018-2019,501.7090243902438
AVI SPL CANADA,2019-2020,88543.61097560974
BDO CANADA,2017-2018,990945.2691307127
BDO CANADA,2018-2019,1015854.2149225832
BDO CANADA,2019-2020,17628
BDO CANADA,2020-2021,24194.343743589747
BELL CANADA,2017-2018,627781.4726980198
BELL CANADA,2018-2019,498904.3426980198
BELL CANADA,2019-2020,494475.2039108911
BELL CANADA,2020-2021,546351.3326980198
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2017-2018,143420.52
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2018-2019,43156.49
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2019-2020,122938.92
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2020-2021,39586.08
CACHE COMPUTER CONSULTING,2017-2018,169057.2356577345
CACHE COMPUTER CONSULTING,2018-2019,399608.42861940694
CACHE COMPUTER CONSULTING,2019-2020,422306.5862320629
CACHE COMPUTER CONSULTING,2020-2021,406981.200494407
CALIAN,2017-2018,94824.53330478158
CALIAN,2018-2019,433715.75897592015
CALIAN,2019-2020,193043.80771929826
CALIAN,2020-2021,188917.91999999998
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,1408782.380066225
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,734203.5654304636
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,794815.24
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,362554.53
CARAHSOFT TECHNOLOGY,2017-2018,20594.54796547472
CARAHSOFT TECHNOLOGY,2018-2019,93962.62509247841
CARAHSOFT TECHNOLOGY,2019-2020,94220.05694204685
CARLETON UNIVERSITY,2017-2018,8461.897343532684
CDW CANADA,2017-2018,23109.980000000003
CDW CANADA,2020-2021,23230.7
CEDROM SNI,2017-2018,85163.08184523809
CEDROM SNI,2018-2019,87103.40999999999
CEDROM SNI,2019-2020,89283.81
CHUBB EDWARDS,2017-2018,24974.36440357853
CHUBB EDWARDS,2018-2019,51811.75688777235
CHUBB EDWARDS,2019-2020,134119.66191624367
CHUBB EDWARDS,2020-2021,147977.65475253807
CNW GROUP,2017-2018,35941.189999999995
CNW GROUP,2018-2019,36318.2
CNW GROUP,2019-2020,32226.25412371134
CNW GROUP,2020-2021,56981.91587628866
COFOMO,2017-2018,1765036.4578032682
COFOMO,2018-2019,1304363.596007785
COFOMO,2019-2020,24860
COFOMO,2020-2021,1222825.5941246962
COLLIERS PROJECT LEADERS,2019-2020,231862.31519507186
COLLIERS PROJECT LEADERS,2020-2021,231228.8116016427
COSSETTE COMMUNICATIONS,2017-2018,1999332.32
COSSETTE COMMUNICATIONS,2018-2019,73095.36
COSSETTE COMMUNICATIONS,2019-2020,64830.950000000004
COSSETTE COMMUNICATIONS,2020-2021,134922
CSDC SYSTEMS,2017-2018,24894.740199386506
CSDC SYSTEMS,2018-2019,22385.879607664236
CSDC SYSTEMS,2019-2020,22447.210784671533
CSDC SYSTEMS,2020-2021,5581.137107664234
DELL COMPUTER,2019-2020,415265.73000000004
DELOITTE AND TOUCHE,2019-2020,42360.00490678599
DELOITTE AND TOUCHE,2020-2021,278444.6750932141
DYMECH ENGINEERING,2017-2018,104451.62016904581
DYMECH ENGINEERING,2018-2019,96072.88287095417
DYMECH ENGINEERING,2020-2021,26465.730000000003
DYNAMIC PERSONNEL CONSULTANTS,2018-2019,44532.82118402282
DYNAMIC PERSONNEL CONSULTANTS,2019-2020,48653.76881597717
DYNAMIC PERSONNEL CONSULTANTS,2020-2021,8484.136170212767
EBERHARD VON HUENE ASSOCIATES,2017-2018,19879.3
EBERHARD VON HUENE ASSOCIATES,2018-2019,10747.08
EBSCO CANADA,2017-2018,156083.07081115196
EBSCO CANADA,2018-2019,134619.50438356164
EBSCO CANADA,2019-2020,119461.27955420356
EBSCO CANADA,2020-2021,102719.75565630951
ECOLE DE LANGUES ABCE,2018-2019,10413.388059701492
ECOLE DE LANGUES ABCE,2019-2020,39905.861940298506
EKOS RESEARCH ASSOCIATES,2017-2018,52760.981133932546
ENVIRONICS RESEARCH GROUP,2017-2018,44497.365000000005
ENVIRONICS RESEARCH GROUP,2020-2021,211632.38999999998
ERNST YOUNG,2017-2018,81500.82382978723
ERNST YOUNG,2018-2019,92011.91
ERNST YOUNG,2019-2020,87104.39704061896
ERNST YOUNG,2020-2021,109953.78295938105
ESRI,2017-2018,15528.445534246575
ESRI,2018-2019,15603.26
ESRI,2019-2020,50196.411006454335
ESRI,2020-2021,68350.42290228861
EXCEL HUMAN RESOURCES,2017-2018,438548.969923983
EXCEL HUMAN RESOURCES,2018-2019,626182.4902324893
FORD MOTOR COMPANY,2017-2018,63957.2
FORD MOTOR COMPANY,2020-2021,51263.1
GARTNER,2017-2018,724124.0980821918
GARTNER,2018-2019,153395.5575342466
GARTNER,2020-2021,151565.069527897
GATESTONE,2017-2018,27087.59929435484
GENERAL MOTORS,2017-2018,52721.39000000001
GENERAL MOTORS,2020-2021,46413.15
GENESIS INTEGRATION,2017-2018,257674.20312676014
GENESIS INTEGRATION,2018-2019,190284.19687323985
GENESIS INTEGRATION,2019-2020,27292.36437125749
GENESIS INTEGRATION,2020-2021,24408.923243465677
GOSS GILROY,2017-2018,9791.25
GOSS GILROY,2018-2019,118886.25
GOSS GILROY,2019-2020,64228.75
GOSS GILROY,2020-2021,173583.18034700316
GRAYBRIDGE INTERNATIONAL CONSULTING,2019-2020,14678.98
GROUPE PHANEUF,2017-2018,4213347.3282442745
HAWORTH,2018-2019,18577.82
HAWORTH,2019-2020,112100.63
HEWLETT PACKARD,2017-2018,36391.549999999996
HEWLETT PACKARD,2018-2019,41120.310000000005
HYPERTEC,2017-2018,23024.89
HYPERTEC,2018-2019,14926.300000000001
HYPERTEC,2020-2021,113525.39
IBISKA TELECOM,2017-2018,501919.1106566504
IBISKA TELECOM,2018-2019,291659.6847650496
IBISKA TELECOM,2019-2020,318413.7342010772
IBISKA TELECOM,2020-2021,205500.75623877917
IFATHOM,2019-2020,11639
INFO TECH RESEARCH GROUP,2017-2018,24441.48148148148
INLAND AUDIO VISUAL,2018-2019,31158.930000000004
INTERACTIVE AUDIO VISUAL,2017-2018,17200.260000000002
INTERACTIVE AUDIO VISUAL,2019-2020,87945.34287234042
INTERACTIVE AUDIO VISUAL,2020-2021,11592.027127659576
IPSOS,2018-2019,23625
IPSOS,2020-2021,69580.05071698113
IPSS,2017-2018,24973.11
IRON MOUNTAIN,2017-2018,5173.88
IRON MOUNTAIN,2018-2019,5173.88
ITEX,2019-2020,35739.1
JIM PATTISON INDUSTRIES,2017-2018,7145.15625
JIM PATTISON INDUSTRIES,2020-2021,40976.64
LANGUAGE RESEARCH DEVELOPMENT GROUP,2017-2018,27906.273062015505
LANGUAGE RESEARCH DEVELOPMENT GROUP,2018-2019,23027.16441207076
LANGUAGE RESEARCH DEVELOPMENT GROUP,2019-2020,36643.22684703434
LANGUAGE RESEARCH DEVELOPMENT GROUP,2020-2021,73055.63705323747
LIONBRIDGE,2017-2018,23145.10111542192
LIONBRIDGE,2018-2019,12735.604436212037
