d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ACOSYS CONSULTING SERVICES,2020-2021,25689.25,24189.46
ADVANCED BUSINESS INTERIORS,2017-2018,24341.53,24915.31
ADVANCED BUSINESS INTERIORS,2018-2019,93720.60,94992.13
ADVANCED BUSINESS INTERIORS,2019-2020,110280.60,108315.87
ADVANCED BUSINESS INTERIORS,2020-2021,34196.95,32532.68
AINSWORTH,2017-2018,14916.00,15274.60
AINSWORTH,2018-2019,32663.33,33171.29
AINSWORTH,2019-2020,32752.82,32476.42
AINSWORTH,2020-2021,32663.33,31052.06
AINSWORTH,2021-2022,36615.47,28642.99
ANIXTER CANADA,2019-2020,16663.48,16260.22
AON REED STENHOUSE,2017-2018,64026.48,65740.83
AON REED STENHOUSE,2018-2019,34704.50,35237.72
AON REED STENHOUSE,2019-2020,31972.89,31498.10
AON REED STENHOUSE,2020-2021,19522.31,18557.96
ASOKAN BUSINESS INTERIORS,2019-2020,83500.97,81747.45
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2017-2018,143420.52,146986.27
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2018-2019,43156.49,43795.07
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2019-2020,122938.92,121107.45
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2020-2021,39586.08,37487.60
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2021-2022,45242.66,35280.56
CACHE COMPUTER CONSULTING,2017-2018,169057.24,173290.39
CACHE COMPUTER CONSULTING,2018-2019,399608.43,405822.93
CACHE COMPUTER CONSULTING,2019-2020,422306.59,418402.25
CACHE COMPUTER CONSULTING,2020-2021,406981.20,386838.19
CACHE COMPUTER CONSULTING,2021-2022,172877.13,110099.82
CARAHSOFT TECHNOLOGY,2017-2018,20594.55,21080.00
CARAHSOFT TECHNOLOGY,2018-2019,93962.63,95423.88
CARAHSOFT TECHNOLOGY,2019-2020,94220.06,93424.94
CARAHSOFT TECHNOLOGY,2021-2022,1397.08,0.00
CEDROM SNI,2017-2018,85163.08,87387.79
CEDROM SNI,2018-2019,87103.41,88458.00
CEDROM SNI,2019-2020,89283.81,88530.35
CNW GROUP,2017-2018,35941.19,36872.54
CNW GROUP,2018-2019,36318.20,36883.00
CNW GROUP,2019-2020,32226.25,31923.99
CNW GROUP,2020-2021,56981.92,53931.41
CNW GROUP,2021-2022,2472.67,0.00
COLLIERS PROJECT LEADERS,2019-2020,231862.32,229905.63
COLLIERS PROJECT LEADERS,2020-2021,231228.81,219822.36
COLLIERS PROJECT LEADERS,2021-2022,231228.81,180882.12
CSDC SYSTEMS,2017-2018,24894.74,25540.97
CSDC SYSTEMS,2018-2019,22385.88,22734.01
CSDC SYSTEMS,2019-2020,22447.21,22257.78
CSDC SYSTEMS,2020-2021,5581.14,5268.48
DYMECH ENGINEERING,2017-2018,104451.62,107076.98
DYMECH ENGINEERING,2018-2019,96072.88,97799.95
DYMECH ENGINEERING,2020-2021,26465.73,25100.60
EBERHARD VON HUENE ASSOCIATES,2017-2018,19879.30,20347.90
EBERHARD VON HUENE ASSOCIATES,2018-2019,10747.08,10906.71
EBSCO CANADA,2017-2018,156083.07,160128.03
EBSCO CANADA,2018-2019,134619.50,136745.41
EBSCO CANADA,2019-2020,119461.28,118424.17
EBSCO CANADA,2020-2021,102719.76,97851.37
EBSCO CANADA,2021-2022,149573.26,110959.18
EKOS RESEARCH ASSOCIATES,2017-2018,52760.98,54215.09
ENVIRONICS RESEARCH GROUP,2017-2018,44497.37,45670.48
ENVIRONICS RESEARCH GROUP,2020-2021,211632.39,199276.87
FERENCE COMPANY CONSULTING,2019-2020,110073.84,107854.05
