d_vendor_name,d_fiscal_year,total
ADVANCE BUSINESS INTERIORS,2019-2020,24777.56
CARISSE GRAPHIC DESIGN,2017-2018,11582.5
CARISSE GRAPHIC DESIGN,2018-2019,11978
CARISSE GRAPHIC DESIGN,2019-2020,13108
CARISSE GRAPHIC DESIGN,2020-2021,13877.5
COPEM CONSULTING,2018-2019,21018
EPERFORMANCE,2018-2019,156618
JARRETT ESP SERVICES,2019-2020,5165.170676328503
JARRETT ESP SERVICES,2020-2021,7487.969323671498
LOWE MARTIN GROUP,2017-2018,27873.71
LOWE MARTIN GROUP,2018-2019,54050.60999999999
LOWE MARTIN GROUP,2020-2021,26161.050000000003
NORTHERN MICRO,2020-2021,12978.05
ONX ENTERPRISE SOLUTIONS,2019-2020,25802.689999999995
ONX ENTERPRISE SOLUTIONS,2020-2021,44242.689999999995
QMR,2017-2018,10.935419440745672
QMR,2018-2019,55482.929375
QMR,2019-2020,98798.230625
RICOH,2018-2019,1784.8064646464647
RICOH,2019-2020,4505.097696969698
RICOH,2020-2021,4492.788686868687
SIERRA SYSTEMS GROUP,2017-2018,78946.22837837838
STRIVE,2020-2021,28250
