d_most_recent_category,total,percentage
3_information_technology,217505882.2522857,0.4040121870155854
2_professional_services,90061303.90270491,0.16728680612418115
6_industrial_products_and_services,77582274.95917799,0.14410729611232204
1_facilities_and_construction,73210791.86073342,0.13598736653241433
9_human_capital,29323574.767626494,0.05446786749078516
5_transportation_and_logistics,22916422.000811078,0.042566728197174844
8_security_and_protection,18869162.849147227,0.035049037161187374
10_office_management,7062490.946629131,0.013118414930111266
4_medical,1468434.458011591,0.002727583322009556
NA,364318.4232369299,6.767131142287761e-4
