d_vendor_name,d_fiscal_year,total
1019837 ONTARIO,2017-2018,1713429.88
1019837 ONTARIO,2018-2019,829933.9
1019837 ONTARIO,2019-2020,734131.28
1019837 ONTARIO,2020-2021,725631.29
10647802 CANADA,2017-2018,50703.18
10647802 CANADA,2018-2019,3200247.18
10647802 CANADA,2019-2020,2740007.91
10647802 CANADA,2020-2021,3393021.04
11983890 CANADA CENTRE,2020-2021,65812562.19
1320376 ONTARIO,2017-2018,6798482.87
1320376 ONTARIO,2018-2019,24916.5
1320376 ONTARIO,2019-2020,145680.98
1X1 ARCHITECTURE,2017-2018,370758.48
1X1 ARCHITECTURE,2018-2019,796775.38
1X1 ARCHITECTURE,2019-2020,1544821.39
1X1 ARCHITECTURE,2020-2021,1877544.6
2220742 ONTARIO,2017-2018,4030101.83
2220742 ONTARIO,2018-2019,7848154.71
2220742 ONTARIO,2019-2020,6672760.51
2220742 ONTARIO,2020-2021,2587421.58
2536 4589 QUEBEC,2017-2018,2067482.22
2536 4589 QUEBEC,2018-2019,2067482.22
2536 4589 QUEBEC,2019-2020,2073146.56
2536 4589 QUEBEC,2020-2021,1495384.4
2553164 ONTARIO,2019-2020,986739.16
2553164 ONTARIO,2020-2021,9725.57
2KEYS,2017-2018,10729676.71
2KEYS,2018-2019,23713381.02
2KEYS,2019-2020,38323961.4
2KEYS,2020-2021,39069916.94
3469051 CANADA,2017-2018,1579310.6
3469051 CANADA,2018-2019,1925656.24
3469051 CANADA,2019-2020,558727.31
3469051 CANADA,2020-2021,2237983.64
3955788 CANADA,2017-2018,484978.53
3955788 CANADA,2018-2019,766640.18
3955788 CANADA,2019-2020,3375778.36
3955788 CANADA,2020-2021,41736.54
3D DATACOMM,2017-2018,428203.02
3D DATACOMM,2018-2019,559240.5
3D DATACOMM,2019-2020,2400873.95
3D DATACOMM,2020-2021,1364313.97
3M CANADA COMPANY,2017-2018,1979529.33
3M CANADA COMPANY,2018-2019,3328476.28
3M CANADA COMPANY,2019-2020,1936660.98
3M CANADA COMPANY,2020-2021,1929599.26
4 OFFICE AUTOMATION,2017-2018,1867236.09
4 OFFICE AUTOMATION,2018-2019,631747.56
4 OFFICE AUTOMATION,2019-2020,759696.46
4 OFFICE AUTOMATION,2020-2021,890897.63
4083261 CANADA,2017-2018,4139309.15
4083261 CANADA,2018-2019,1345967.14
4083261 CANADA,2019-2020,846020.03
4083261 CANADA,2020-2021,1160834.09
4PLAN CONSULTING,2017-2018,1408107.51
4PLAN CONSULTING,2018-2019,1218334.08
4PLAN CONSULTING,2019-2020,1063617.27
4PLAN CONSULTING,2020-2021,1174582.8
529040 ONTARIO AND 880382,2017-2018,281043.62
529040 ONTARIO AND 880382,2018-2019,510800.82
529040 ONTARIO AND 880382,2019-2020,5599026.95
529040 ONTARIO AND 880382,2020-2021,5462061.07
6834973 CANADA,2017-2018,2220441.46
6834973 CANADA,2018-2019,2220441.46
6834973 CANADA,2019-2020,2226524.87
6834973 CANADA,2020-2021,2220441.46
727619 ALBERTA O A ROUGHRIDER,2017-2018,148884.04
727619 ALBERTA O A ROUGHRIDER,2018-2019,2012691.59
727619 ALBERTA O A ROUGHRIDER,2019-2020,2018205.82
727619 ALBERTA O A ROUGHRIDER,2020-2021,2012691.59
7305516 CANADA,2017-2018,5598561.65
7305516 CANADA,2018-2019,990058.86
7305516 CANADA,2019-2020,3310898.76
7305516 CANADA,2020-2021,1867990.58
736902 ONTARIO,2017-2018,873755.97
736902 ONTARIO,2018-2019,1462707.26
736902 ONTARIO,2019-2020,766547.99
736902 ONTARIO,2020-2021,5316850.54
73719 NEWFOUNDLAND LABRADOR,2017-2018,408573.44
73719 NEWFOUNDLAND LABRADOR,2018-2019,1605304.12
73719 NEWFOUNDLAND LABRADOR,2019-2020,294171.95
73719 NEWFOUNDLAND LABRADOR,2020-2021,236985.14
