d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
3M CANADA COMPANY,2017-2018,62907.90,64835.98
3M CANADA COMPANY,2018-2019,62907.90,64057.79
3M CANADA COMPANY,2019-2020,63080.25,62574.02
3M CANADA COMPANY,2020-2021,62907.90,59974.79
3M CANADA COMPANY,2021-2022,684407.90,639803.64
73719 NEWFOUNDLAND LABRADOR,2017-2018,12394.69,12755.35
73719 NEWFOUNDLAND LABRADOR,2018-2019,21042.15,21426.78
73719 NEWFOUNDLAND LABRADOR,2019-2020,17698.46,17610.16
73719 NEWFOUNDLAND LABRADOR,2021-2022,505236.33,465719.92
ABCO MAINTENANCE SYSTEMS,2017-2018,21000.00,21635.24
ABCO MAINTENANCE SYSTEMS,2018-2019,28388.89,28907.81
ABCO MAINTENANCE SYSTEMS,2019-2020,28466.67,28238.22
ABCO MAINTENANCE SYSTEMS,2020-2021,16644.44,15867.83
ACKLANDS GRAINGER,2017-2018,150637.02,155174.29
ACKLANDS GRAINGER,2018-2019,10393.79,10482.43
ACKLANDS GRAINGER,2019-2020,65744.00,64263.41
ACKLANDS GRAINGER,2020-2021,148443.45,140789.97
ACKLANDS GRAINGER,2021-2022,237953.16,217337.39
ADAPT PHARMA CANADA,2017-2018,131807.28,135645.06
ADAPT PHARMA CANADA,2018-2019,11040.00,11134.15
ADAPT PHARMA CANADA,2019-2020,148184.48,147209.11
ADAPT PHARMA CANADA,2020-2021,28483.20,26934.55
ADGA GROUP,2017-2018,8481039.12,8740976.51
ADGA GROUP,2018-2019,8653800.98,8811401.76
ADGA GROUP,2019-2020,9477990.00,9389780.36
ADGA GROUP,2020-2021,9148167.85,8720289.64
ADGA GROUP,2021-2022,13498654.46,12627537.77
ADRM TECHNOLOGY CONSULTING,2020-2021,50754.50,48137.69
ADRM TECHNOLOGY CONSULTING,2021-2022,237505.02,222247.94
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,101274.34,104345.02
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,99598.95,101419.51
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,103016.55,102142.32
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,326689.68,311470.83
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,302132.17,280616.90
ADVANCED PARAMEDIC,2021-2022,52500.00,48439.21
AGENCE SOCIALE SPECIALISEE DE L OUTAOUAIS,2017-2018,707056.88,728727.64
AGENCE SOCIALE SPECIALISEE DE L OUTAOUAIS,2018-2019,707056.88,719981.16
AGENCE SOCIALE SPECIALISEE DE L OUTAOUAIS,2019-2020,708994.02,703304.28
AGENCE SOCIALE SPECIALISEE DE L OUTAOUAIS,2020-2021,707056.88,674089.98
AGENCE SOCIALE SPECIALISEE DE L OUTAOUAIS,2021-2022,707056.88,661636.28
AHS COMMUNITY INDUSTRIES,2017-2018,871523.75,898330.81
AHS COMMUNITY INDUSTRIES,2018-2019,944520.60,961717.71
AHS COMMUNITY INDUSTRIES,2019-2020,956491.68,948815.74
AHS COMMUNITY INDUSTRIES,2020-2021,953878.32,909403.23
AHS COMMUNITY INDUSTRIES,2021-2022,953878.32,892602.17
AIM HEALTH GROUP,2017-2018,2236337.65,2304879.70
AIM HEALTH GROUP,2018-2019,2236337.65,2277215.62
AIM HEALTH GROUP,2019-2020,2215930.01,2198426.95
AIM HEALTH GROUP,2020-2021,2172619.71,2071320.16
AIM HEALTH GROUP,2021-2022,2866577.44,2681530.19
