d_vendor_name,overall_total
MCKESSON CANADA,191291302.98
JOHN HOWARD SOCIETY,124724414.22
SALVATION ARMY,107140389.94
CANADIAN CORPS OF COMMISSIONAIRES,85364841.99
CISTEL TECHNOLOGY,50918444.84
ADGA GROUP,49259652.41
BRIDGES OF CANADA,45480272.86
BARGREEN ELLINGSON,32649454.17
LOGISTIK UNICORP,32119182.27
MOTOROLA SOLUTIONS CANADA,29645602.14
ELIZABETH FRY SOCIETY,29529338.65
PALADIN GROUP,21194567.98
FORD MOTOR COMPANY,19837272.70
MODIS CANADA,18783659.05
DONNA CONA,18147769.99
SOCIETE EMMANUEL GREGOIRE,17325555.81
OEI KRUEGER,17010726.77
ST LEONARDS PLACE PEEL,16591928.70
INDIVIOR UK,15643126.85
TEKNION,15096574.72
MERCK FROSST,14360444.77
ST LEONARD S COMMUNITY SERVICES,14121571.81
ST LEONARD S SOCIETY HAMILTON,13985154.72
CALIAN,13893453.93
WESTCOAST GENESIS SOCIETY,12920673.61
BRETON MICHEL MD,12794654.78
JEMTEC,12593181.04
DYNACARE,11990374.36
AIM HEALTH GROUP,11727802.47
COLLIERS PROJECT LEADERS,11396607.07
GRAHAM CONSTRUCTION,11330629.33
NORTHFIELD METAL PRODUCTS,11319269.66
PACIFIC SAFETY PRODUCTS,11153795.73
PRINCE GEORGE ACTIVATOR,10984727.60
AIR INUIT,10905800.52
CATHOLIC SOCIAL SERVICES,10824429.75
RESIDENCE CARPEDIEM,10785112.54
TELECOM COMPUTER SERVICES,10654595.33
MAISON CHARLEMAGNE,10255606.44
MAGAL S3 CANADA,10036702.64
PHOENIX DRUG ALCOHOL RECOVERY,9604950.53
IBM CANADA,9504168.74
MEEWASINOTA CRF,9341648.17
MAISON CROSS ROADS DE LA SOCIETE,9182233.17
VIA TRAVAIL,8866488.25
MURRAYS WINDERMERE GARDENS,8769690.90
ARI FINANCIAL SERVICES,8709871.58
GLENCAIRN EDUCATIONAL SERVICES,8660180.24
MAISON JEUN AIDE,8638631.70
CIRCLE OF EAGLES LODGE SOCIETY,8543297.86
OKANAGAN HALFWAY HOUSE SOCIETY CRF,8492391.47
HOUSE OF HOPE,8413290.61
NATIVE CLAN ORGANIZATION,8096478.85
NISHA TECHONOLOGIES,7932090.85
SERVICES D AIDE EN PREVENTION DE LA CRIMINALITE,7746376.03
MAISON JOINS TOI,7574410.77
DELCO AUTOMATION,7536778.93
