d_most_recent_category,total,percentage
4_medical,985598933.23,0.4820981583085827
6_industrial_products_and_services,292344609.65,0.1429981234277037
2_professional_services,224937392.23,0.11002640006399736
3_information_technology,176709531.76,0.08643611203722386
1_facilities_and_construction,100999301.55,0.04940303365384784
5_transportation_and_logistics,82316492.85,0.040264481083542414
8_security_and_protection,70901378.36,0.03468086538662856
10_office_management,62127676.45,0.03038927639440396
9_human_capital,30953897.49,0.01514086152875142
7_travel,17505514.44,0.008562688115318195
