d_vendor_name,overall_total
ASAP REPORTING SERVICES,266000
STONEWORKS TECHNOLOGIES,191397.43000000002
DELL COMPUTER,161356.2
MELTWATER NEWS CANADA,161138
9149481 CANADA,148676.77631578947
COMPUGEN,132399.75999999998
NEXT TECHNOLOGY SYSTEMS,111050.23
NISHA TECHONOLOGIES,103836.30808510639
NORTHERN MICRO,102089.85
ALTIS HUMAN RESOURCES,96038.7
INDUSTRIAL PROCESS SUPPORT SERVICES IPSS,76810.54
LEARN2LANG,76540.5
PUBLIC SERVICES AND PROCUREMENT CANADA,73556.8
GORDON GROUP,70500
COUTTS COMMUNICATES,44652
TEKNION,38730.43
PROCUREMENT ALLIANCE OF CANADA,38306.44426229508
YVON GAUTHIER INFO TRAINING,35100
MIKOR METAL PRODUCTS,31270
RHEA,30400
SHARED SERVICES CANADA,27884.975609756097
TOP BOX CONSULTING GROUP,24040.75
ERGOCENTRIC SEATING SYSTEMS,23815.879999999997
PRODUCTION CASE COMPANY,22641.809999999998
EBSCO CANADA,21277.269315068494
LUMINA IT,17000
PRIMA INFORMATION SOLUTIONS,16440.82
TEKNION C O URBAN WORKPLACE,15224.07
SOFTCHOICE,14983.8
DKC ASSOCIATES,14243.65
INTEGRAL DX ENGINEERING,12695.55
BELL CANADA,11656.630000000001
7792395 CANADA O A LRO STAFFING,11184.726627218934
ECOLE DE LANGUE ABCE,10933.999999999998
ROYAL MOVING STORAGE,10900
THOMSON REUTERS CANADA,10599.554794520549
CANON,3161.288
