d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,39631.03,36400.00
2_professional_services,2017-2018,930708.28,953747.69
2_professional_services,2018-2019,1086823.63,1099773.38
2_professional_services,2019-2020,1470573.89,1442050.73
2_professional_services,2020-2021,1064391.42,1007628.04
2_professional_services,2021-2022,2098629.08,1920728.74
4_medical,2020-2021,80709.12,76629.80
6_industrial_products_and_services,2017-2018,24777.54,25383.66
6_industrial_products_and_services,2018-2019,17931.51,18113.67
6_industrial_products_and_services,2019-2020,36494.40,35611.22
6_industrial_products_and_services,2020-2021,38833.20,36865.94
6_industrial_products_and_services,2021-2022,241324.59,219066.22
9_human_capital,2019-2020,16426.60,16029.07
