d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,930708.2848990902
2_professional_services,2018-2019,1086823.6280364806
2_professional_services,2019-2020,1470573.8936642697
2_professional_services,2020-2021,1064391.417166728
4_medical,2020-2021,80709.12000000001
6_industrial_products_and_services,2017-2018,24777.54
6_industrial_products_and_services,2018-2019,17931.51
6_industrial_products_and_services,2019-2020,36494.399999999994
6_industrial_products_and_services,2020-2021,38833.2
9_human_capital,2019-2020,16426.6
