d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADVANCED BUSINESS INTERIORS,2018-2019,24973.00,25312.81
ADVANCED BUSINESS INTERIORS,2019-2020,22571.10,22490.47
ADVANCED BUSINESS INTERIORS,2020-2021,22474.36,22015.01
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,164742.43,62758.79
APPLIED ELECTONICS,2019-2020,10783.00,10743.75
ERNST YOUNG,2017-2018,32235.40,33092.45
ERNST YOUNG,2018-2019,33050.35,33472.12
FIRST AIR,2018-2019,165560.46,167225.92
FIRST AIR,2019-2020,194201.58,194228.94
GENERAL MOTORS,2019-2020,37383.23,37177.48
ONX ENTERPRISE SOLUTIONS,2019-2020,18323.20,18348.32
QMR,2019-2020,22092.20,22082.12
STRATOS,2017-2018,49550.50,51279.96
STRATOS,2019-2020,19800.00,19683.50
STRATOS,2020-2021,26007.29,24825.84
STRATOS,2021-2022,62382.59,45999.46
THE RIGHT DOOR CONSULTING,2017-2018,57571.96,58560.90
THE RIGHT DOOR CONSULTING,2018-2019,204870.54,207451.78
THE RIGHT DOOR CONSULTING,2019-2020,93788.00,93916.59
XEROX,2017-2018,13018.50,13359.20
XEROX,2018-2019,17668.58,17896.89
XEROX,2019-2020,7797.46,7781.49
XEROX,2020-2021,13886.71,13500.27
XEROX,2021-2022,17496.55,13291.09
