d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADVANCED BUSINESS INTERIORS,2019-2020,24777.56,24212.01
ARTEMP PERSONNEL SERVICES,2022-2023,11511.58,10215.34
BELL CANADA,2021-2022,49987.13,45457.40
EPERFORMANCE,2018-2019,156618.00,158832.73
LOWE MARTIN COMPANY,2021-2022,26343.69,24611.86
LOWE MARTIN COMPANY,2022-2023,40000.00,35509.90
MAVERIN,2022-2023,21549.49,19151.27
NORTHERN MICRO,2020-2021,12978.05,12377.36
ONX ENTERPRISE SOLUTIONS,2019-2020,14988.01,14740.75
ONX ENTERPRISE SOLUTIONS,2020-2021,29254.68,27859.83
ONX ENTERPRISE SOLUTIONS,2021-2022,16368.02,15104.35
ONX ENTERPRISE SOLUTIONS,2022-2023,23520.98,21046.67
QMR,2017-2018,91364.42,94188.60
QMR,2018-2019,48527.41,49457.35
QMR,2019-2020,48660.37,48272.20
QMR,2020-2021,48527.41,46213.66
QMR,2021-2022,48527.41,45117.18
QMR,2022-2023,48527.41,43422.53
R R INTERNATIONAL TRANSLATION,2022-2023,9499.94,8419.44
RICOH,2018-2019,1784.81,1807.00
RICOH,2019-2020,4505.10,4469.16
RICOH,2020-2021,4492.79,4278.58
RICOH,2021-2022,4492.79,4177.06
RICOH,2022-2023,3003.40,2699.75
SAMSON ASSOCIES,2021-2022,28250.00,26542.51
SAMSON ASSOCIES,2022-2023,39979.40,35599.39
SIERRA SYSTEMS GROUP,2017-2018,78946.23,81390.08
TELECOM COMPUTER SERVICES,2021-2022,33083.69,29907.13
