d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,348739.09,359435.87
1_facilities_and_construction,2018-2019,315322.86,321322.59
1_facilities_and_construction,2019-2020,498375.38,492848.05
1_facilities_and_construction,2020-2021,550867.72,524323.90
1_facilities_and_construction,2021-2022,386648.69,359188.77
1_facilities_and_construction,2022-2023,361815.44,323632.70
10_office_management,2022-2023,7654.37,6816.09
2_professional_services,2017-2018,558384.02,575644.27
2_professional_services,2018-2019,566895.00,577702.91
2_professional_services,2019-2020,969406.45,957959.39
2_professional_services,2020-2021,1256537.76,1197049.52
2_professional_services,2021-2022,1311486.19,1219322.36
2_professional_services,2022-2023,1748937.88,1563670.38
