d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
AMAZON,2021-2022,2450.12,2212.94
BDO CANADA,2021-2022,38985.00,36586.92
FACTIVA,2021-2022,1970.33,1779.60
GARTNER,2021-2022,27533.59,24868.34
HOOTSUITE,2021-2022,16008.02,14644.31
KPMG,2019-2020,186019.50,181517.73
KPMG,2020-2021,746122.17,709316.17
KPMG,2021-2022,746122.17,692733.40
MICROSOFT CANADA,2021-2022,1784.05,1627.64
NORTHERN MICRO,2021-2022,30215.00,27290.19
PRICEWATERHOUSE COOPERS,2020-2021,969150.00,921619.99
PRICEWATERHOUSE COOPERS,2021-2022,506727.00,477339.27
S P GLOBAL MARKET INTELLIGENCE,2020-2021,21470.23,20342.98
S P GLOBAL MARKET INTELLIGENCE,2021-2022,99003.31,91716.86
SALESFORCE CANADA,2021-2022,79945.45,72512.77
SOFTCHOICE,2021-2022,96994.00,89580.53
THE AIM GROUP,2021-2022,243354.16,224288.50
WPP GROUP CANADA COMMUNICATIONS,2020-2021,302656.05,288325.20
WPP GROUP CANADA COMMUNICATIONS,2021-2022,15220282.46,14045476.33
