d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2018-2019,36512.00,37394.25
2_professional_services,2021-2022,32697.85,30654.59
3_information_technology,2020-2021,4170556.78,3979906.80
3_information_technology,2021-2022,4517071.88,4226899.89
4_medical,2019-2020,53537.57,52262.27
4_medical,2020-2021,2791601.91,2661441.98
6_industrial_products_and_services,2017-2018,14594.65,14996.84
6_industrial_products_and_services,2019-2020,24834.01,24242.45
6_industrial_products_and_services,2020-2021,74918.40,71363.94
9_human_capital,2017-2018,624273.95,643467.71
9_human_capital,2018-2019,357345.16,365277.72
9_human_capital,2019-2020,50244.12,49840.91
9_human_capital,2020-2021,54586.28,52040.78
9_human_capital,2021-2022,63534.50,59057.98
