d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
2KEYS,2019-2020,102434.50,100878.59
4 OFFICE AUTOMATION,2018-2019,8845.38,8965.79
4 OFFICE AUTOMATION,2019-2020,29780.01,29516.25
4 OFFICE AUTOMATION,2020-2021,31817.10,30333.61
4 OFFICE AUTOMATION,2021-2022,26530.87,24880.82
ACCENTURE,2021-2022,29425.20,27933.51
ADGA GROUP,2020-2021,28708.72,27365.80
ADGA GROUP,2021-2022,71283.57,66704.38
ADVANCED BUSINESS INTERIORS,2019-2020,141318.13,139474.41
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,18974.88,18675.90
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,164767.43,157130.45
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,13897.30,12913.82
ALIKA INTERNET TECHNOLOGIES,2021-2022,94524.50,88846.80
ALLSEATING,2019-2020,221239.10,217727.03
ALTIS HUMAN RESOURCES,2020-2021,60201.50,57298.09
ALTIS HUMAN RESOURCES,2021-2022,159125.55,147875.16
APPLIED ELECTONICS,2020-2021,284727.88,270430.14
AVENAI,2019-2020,34920.36,34580.39
AVENAI,2020-2021,8542.80,8160.77
BEE CLEAN BUILDING MAINTENANCE,2020-2021,16353.52,15726.58
BERLITZ CANADA,2019-2020,11204.00,11190.48
BMC SOFTWARE,2019-2020,436.97,426.56
BMC SOFTWARE,2020-2021,24251.70,23132.45
BMC SOFTWARE CANADA,2020-2021,199.08,188.82
BMC SOFTWARE CANADA,2021-2022,36332.37,33998.42
BRECKENHILL,2019-2020,72079.07,70619.68
BRECKENHILL,2020-2021,63613.04,60423.76
BRECKENHILL,2021-2022,21863.64,20770.13
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,1609866.31,1596463.87
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,2024889.31,1932959.87
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,2086786.75,1952659.46
CANON,2019-2020,40778.23,40168.44
CANON,2020-2021,91766.72,87489.32
CANON,2021-2022,94441.77,88374.93
CBCI TELECOM,2020-2021,181452.56,173818.95
CDW CANADA,2019-2020,600214.94,589402.37
CDW CANADA,2020-2021,553451.06,526732.14
CDW CANADA,2021-2022,54144.88,50584.79
CISTEL TECHNOLOGY,2018-2019,14767.19,14893.13
CISTEL TECHNOLOGY,2019-2020,88603.13,87892.08
CISTEL TECHNOLOGY,2020-2021,141238.52,134911.10
CISTEL TECHNOLOGY,2021-2022,790773.69,733887.08
CLOSEREACH,2020-2021,288426.44,273555.69
CLOSEREACH,2021-2022,1784333.05,1669709.35
COMPOSITION STE FOY,2019-2020,40000.00,39749.91
CONOSCENTI TECHNOLOGIES,2017-2018,166405.57,171505.78
CONOSCENTI TECHNOLOGIES,2018-2019,166405.57,169447.30
CONOSCENTI TECHNOLOGIES,2019-2020,166861.48,165522.40
CONOSCENTI TECHNOLOGIES,2020-2021,284155.26,271112.15
CONOSCENTI TECHNOLOGIES,2021-2022,106081.67,100801.34
CONTRACT COMMUNITY,2021-2022,38985.00,35737.12
CONVERGINT TECHNOLOGIES,2020-2021,25708.64,24383.15
CONVERGINT TECHNOLOGIES,2021-2022,56911.50,51747.96
CORADIX TECHNOLOGY CONSULTING,2019-2020,103818.75,102191.76
CSDC SYSTEMS,2019-2020,17498.51,17290.55
CSDC SYSTEMS,2020-2021,23225.30,22142.40
CSDC SYSTEMS,2021-2022,23225.30,21733.33
D DOYLE INSTALLATIONS,2019-2020,81454.67,81378.75
DECISIVE GROUP,2019-2020,219948.23,217395.27
DELOITTE,2019-2020,24860.00,24950.42
DELOITTE,2020-2021,419470.72,400582.57
DELOITTE,2021-2022,1222519.98,1140336.04
DYNABOOK CANADA,2021-2022,1807638.40,1688145.67
ECOLE DE LANGUES EAGLE,2019-2020,14040.00,13907.80
ECOLE DE LANGUES LA CITE,2019-2020,32000.00,31743.20
ECOLE DE LANGUES LA CITE,2020-2021,25290.00,24119.15
ECOLE DE LANGUES LA CITE,2021-2022,193690.65,180309.38
EVALUATION PERSONNEL SELECTION,2019-2020,101119.39,99680.67
EVALUATION PERSONNEL SELECTION,2020-2021,12753.95,12159.29
EVALUATION PERSONNEL SELECTION,2021-2022,128185.88,118119.49
EXCEL HUMAN RESOURCES,2019-2020,198790.96,195895.21
EXCEL HUMAN RESOURCES,2020-2021,57705.40,55106.83
EXCEL HUMAN RESOURCES,2021-2022,988496.52,922209.03
FACTIVA,2019-2020,32015.16,31758.24
FACTIVA,2020-2021,35216.68,33574.68
FACTIVA,2021-2022,51859.41,48528.02
GARTNER,2019-2020,5704.31,5568.43
GARTNER,2020-2021,142838.21,136212.83
GARTNER,2021-2022,240158.62,223486.56
GENESIS INTEGRATION,2020-2021,63350.18,60501.61
GLOBAL UPHOLSTERY,2019-2020,290622.80,290517.15
GLOBAL UPHOLSTERY,2021-2022,42447.90,39284.27
GRAND TOY,2019-2020,12705.64,12709.46
GRAND TOY,2020-2021,12690.76,12036.45
GRAYBRIDGE INTERNATIONAL CONSULTING,2020-2021,14988.75,14125.33
HUMANSCALE CANADA,2019-2020,27389.73,26737.29
HYPERTEC,2019-2020,134511.70,133281.50
HYPERTEC,2020-2021,416645.12,398982.71
IBISKA TELECOM,2021-2022,93648.75,86105.89
IFATHOM,2018-2019,170927.46,173972.45
IFATHOM,2019-2020,284823.57,282235.08
IFATHOM,2020-2021,321925.99,307414.86
IFATHOM,2021-2022,181890.74,170206.27
INFO TECH RESEARCH GROUP,2019-2020,34352.00,33713.83
INFO TECH RESEARCH GROUP,2020-2021,10823.23,10294.21
INFO TECH RESEARCH GROUP,2021-2022,37551.91,35312.67
INTEGRA NETWORKS,2020-2021,337011.37,323813.21
INTERACTIVE AUDIO VISUAL,2019-2020,11492.10,11362.98
INTERNATIONAL REPORTING,2019-2020,477986.68,471257.36
INTERNATIONAL REPORTING,2020-2021,1072395.02,1020303.54
INTERNATIONAL REPORTING,2021-2022,186546.22,177742.82
IRON MOUNTAIN,2019-2020,244891.03,242925.75
IRON MOUNTAIN,2020-2021,265806.67,253464.58
IRON MOUNTAIN,2021-2022,495303.40,465497.69
KNOLL NORTH AMERICA,2019-2020,52051.28,50910.88
KONICA MINOLTA BUSINESS SOLUTIONS,2020-2021,9677.05,9220.75
KONICA MINOLTA BUSINESS SOLUTIONS,2021-2022,72135.54,67433.50
LANNICK CONTRACT SOLUTIONS,2021-2022,39999.83,37628.42
LEAN AGILITY,2019-2020,39550.00,38791.13
LEXISNEXIS CANADA,2020-2021,14472.00,13797.24
LEXISNEXIS CANADA,2021-2022,18630.00,17433.23
LINOVATI,2019-2020,16187.25,16167.72
LUMINA IT,2019-2020,44896.62,44193.02
LUMINA IT,2020-2021,40473.30,38533.91
MAKWA RESOURCING,2020-2021,102293.25,97651.85
MAPLESOFT CONSULTING,2017-2018,174797.82,180155.24
MAPLESOFT CONSULTING,2018-2019,281548.95,286006.09
MAPLESOFT CONSULTING,2019-2020,522355.52,517152.52
