d_vendor_name,d_fiscal_year,total
3D DATACOMM,2017-2018,18334.36
3D DATACOMM,2020-2021,51847.7
4 OFFICE AUTOMATION,2017-2018,1608307.65
4 OFFICE AUTOMATION,2018-2019,643723.96
4 OFFICE AUTOMATION,2019-2020,1030551.72
4 OFFICE AUTOMATION,2020-2021,1022181.64
5029406 MANITOBA,2017-2018,1486915.82
5029406 MANITOBA,2018-2019,793984.18
73719 NEWFOUNDLAND LABRADOR,2017-2018,141423.02
73719 NEWFOUNDLAND LABRADOR,2018-2019,46660.23
73719 NEWFOUNDLAND LABRADOR,2019-2020,207447.95
ACKLANDS GRAINGER,2017-2018,237947.22
ACKLANDS GRAINGER,2018-2019,125378.33
ACKLANDS GRAINGER,2019-2020,193424.77
ACKLANDS GRAINGER,2020-2021,26840.64
ACME FUTURE SECURITY CONTROLS,2019-2020,113390.53
ACME FUTURE SECURITY CONTROLS,2020-2021,163967.22
ADRM TECHNOLOGY CONSULTING,2017-2018,1044.46
ADRM TECHNOLOGY CONSULTING,2018-2019,14662.54
ADVANCED BUSINESS INTERIORS,2017-2018,11071632.33
ADVANCED BUSINESS INTERIORS,2018-2019,8021972.92
ADVANCED BUSINESS INTERIORS,2019-2020,11981253.29
ADVANCED BUSINESS INTERIORS,2020-2021,8474491.46
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,14888
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,12184.6
AEROPRO,2017-2018,429884.43
AEROPRO,2018-2019,429884.43
AEROPRO,2019-2020,143687.4
AIR LIQUIDE CANADA,2017-2018,38238.25
AIR LIQUIDE CANADA,2018-2019,38238.25
AIR LIQUIDE CANADA,2019-2020,28809.64
AIR LIQUIDE CANADA,2020-2021,62093.96
ALTIS HUMAN RESOURCES,2017-2018,170047.93
ALTIS HUMAN RESOURCES,2018-2019,99856.8
ALTIS HUMAN RESOURCES,2019-2020,249087.26
ALTIS HUMAN RESOURCES,2020-2021,193179.15
AMAZON,2020-2021,22600
ANIXTER CANADA,2018-2019,384043.58
ANIXTER CANADA,2020-2021,29225.09
APPAREL TRIMMINGS,2020-2021,283380.27
APPLIED ELECTONICS,2017-2018,153685.93
APPLIED ELECTONICS,2018-2019,324766.63
APPLIED ELECTONICS,2019-2020,271313.63
APPLIED ELECTONICS,2020-2021,79296.92
ARTEMP PERSONNEL SERVICES,2019-2020,35105.06
ARTEMP PERSONNEL SERVICES,2020-2021,52513.72
ASOKAN BUSINESS INTERIORS,2017-2018,1986371.24
ASOKAN BUSINESS INTERIORS,2018-2019,2823471.95
ASOKAN BUSINESS INTERIORS,2019-2020,2695776.51
ASOKAN BUSINESS INTERIORS,2020-2021,1113359.38
ATCO,2017-2018,53313.17
ATCO,2018-2019,25524.86
ATCO,2019-2020,62163.33
ATCO,2020-2021,485390.92
ATLANTIC BUSINESS INTERIORS,2017-2018,1042009.82
ATLANTIC BUSINESS INTERIORS,2018-2019,614000.35
ATLANTIC BUSINESS INTERIORS,2019-2020,1176911.63
ATLANTIC BUSINESS INTERIORS,2020-2021,1116725.54
AVI SPL CANADA,2017-2018,320726
AVI SPL CANADA,2018-2019,603832.05
AVI SPL CANADA,2019-2020,34648.98
AVI SPL CANADA,2020-2021,82860.14
BAE SYSTEMS,2020-2021,109056.89
BANCTEC CANADA,2018-2019,24993.34
BANCTEC CANADA,2020-2021,71300.45
BANFIELD SEGUIN,2018-2019,5440.37
BANFIELD SEGUIN,2019-2020,19521.33
BARGREEN ELLINGSON,2017-2018,310276.36
BARGREEN ELLINGSON,2018-2019,85575.25
BARGREEN ELLINGSON,2019-2020,541378.02
BARGREEN ELLINGSON,2020-2021,10724765.73
BARRON S REFRIGERATION HEATING,2017-2018,1140433.23
BARRON S REFRIGERATION HEATING,2018-2019,758266.77
BAYSHORE HEALTHCARE,2017-2018,150611
BAYSHORE HEALTHCARE,2018-2019,179824.21
BAYSHORE HEALTHCARE,2019-2020,188143.57
BAYSHORE HEALTHCARE,2020-2021,147765.15
BELL AND HOWELL CANADA,2017-2018,576052.02
BELL AND HOWELL CANADA,2018-2019,576052.02
BELL CANADA,2017-2018,63475.91
BELL CANADA,2018-2019,10832.79
BELL CANADA,2019-2020,684673.47
BELL CANADA,2020-2021,28849.26
BEN WIEBE CONSTRUCTION,2020-2021,24099.6
BIGHORN HELICOPTERS,2019-2020,22627.54
BLACK MCDONALD,2017-2018,26246.85
BLUMETRIC ENVIRONMENTAL,2017-2018,19164.8
BOLESS,2017-2018,1404769.67
BOLESS,2018-2019,3145649.86
BOLLORE LOGISTICS,2018-2019,10005.87
BOMBARDIER,2017-2018,317196.45
BOMBARDIER,2018-2019,221447.56
BOMBARDIER,2019-2020,89429.97
BOMBARDIER,2020-2021,206446.5
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2017-2018,82416.17
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,2020-2021,11407.67
BRUKER,2020-2021,17936.1
CAMPBELL SCIENTIFIC CANADA,2017-2018,15203.14
CANADA POST,2017-2018,705533.61
CANADA POST,2018-2019,544184.16
CANADA POST,2019-2020,538406.22
CANADA POST,2020-2021,484994.27
CANADIAN BANK NOTE COMPANY,2017-2018,39576161.5
CANADIAN BANK NOTE COMPANY,2018-2019,39020056.59
CANADIAN BANK NOTE COMPANY,2019-2020,107625969.47
CANADIAN BANK NOTE COMPANY,2020-2021,116393346.18
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,16265.4
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,46129.68
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,181270.91
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,389575.79
CANADIAN STANDARDS ASSOCIATION,2020-2021,17628
CANON,2017-2018,1781532.14
CANON,2018-2019,2371368.56
CANON,2019-2020,2489252.02
CANON,2020-2021,3289901.63
CANSEL SURVEY EQUIPMENT,2017-2018,158706.73
CANSEL SURVEY EQUIPMENT,2018-2019,48873.4
CANSEL SURVEY EQUIPMENT,2019-2020,15369.96
CANSEL SURVEY EQUIPMENT,2020-2021,40295.65
CARAHSOFT TECHNOLOGY,2020-2021,37220.38
CARLETON UNIVERSITY,2017-2018,2986995.39
CARLETON UNIVERSITY,2018-2019,2986995.39
CARSWELL,2017-2018,2055643.38
CARSWELL,2018-2019,2769110.61
CARSWELL,2019-2020,1679272.8
CARSWELL,2020-2021,20785.81
CBCI TELECOM,2017-2018,12058.23
CBCI TELECOM,2018-2019,78466.72
CBCI TELECOM,2019-2020,24662.54
CBCI TELECOM,2020-2021,187808.25
CDW CANADA,2017-2018,663158.69
CDW CANADA,2018-2019,383594.5
CDW CANADA,2019-2020,69703.27
CDW CANADA,2020-2021,140741.99
CHARRON HUMAN RESOURCES,2018-2019,55432.15
CHARRON HUMAN RESOURCES,2019-2020,31852.85
CHEF BRANDZ,2020-2021,4382500.5
CHUBB EDWARDS,2017-2018,17249.45
CLICK NETWORKS,2017-2018,16521.31
COASTAL RESTORATION MASONRY,2017-2018,26704.1
COLT CANADA,2017-2018,94208.47
COLT CANADA,2018-2019,11293.03
COMPUCOM CANADA,2017-2018,31447.25
COMPUCOM CANADA,2018-2019,115594.75
