d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
3D DATACOMM,2017-2018,18334.36,18869.18
3D DATACOMM,2020-2021,51847.70,49606.82
3D DATACOMM,2021-2022,589663.37,310695.23
4 OFFICE AUTOMATION,2017-2018,1636605.76,1681480.46
4 OFFICE AUTOMATION,2018-2019,653883.16,663748.23
4 OFFICE AUTOMATION,2019-2020,1039124.60,1030180.64
4 OFFICE AUTOMATION,2020-2021,1030731.11,979902.26
4 OFFICE AUTOMATION,2021-2022,965800.06,765580.04
73719 NEWFOUNDLAND LABRADOR,2017-2018,141423.02,145310.23
73719 NEWFOUNDLAND LABRADOR,2018-2019,46660.23,47636.01
73719 NEWFOUNDLAND LABRADOR,2019-2020,207447.95,207530.70
ACME FUTURE SECURITY CONTROLS,2019-2020,113390.53,110646.42
ACME FUTURE SECURITY CONTROLS,2020-2021,163967.22,155832.80
ACME FUTURE SECURITY CONTROLS,2021-2022,162764.28,127324.74
ACT,2017-2018,55116.60,56544.85
ACT,2018-2019,55116.60,55973.74
ACT,2019-2020,48019.39,47728.40
ADVANCED BUSINESS INTERIORS,2017-2018,11071632.33,11348155.28
ADVANCED BUSINESS INTERIORS,2018-2019,8021972.92,8127811.37
ADVANCED BUSINESS INTERIORS,2019-2020,11981253.29,11805215.84
ADVANCED BUSINESS INTERIORS,2020-2021,8474491.46,8025427.07
ADVANCED BUSINESS INTERIORS,2021-2022,8462859.27,4981060.05
AEG FUELS,2020-2021,53133.02,50304.56
AEROPRO,2017-2018,429884.43,441024.14
AEROPRO,2018-2019,429884.43,436569.77
AEROPRO,2019-2020,143687.40,144003.91
ANIXTER CANADA,2018-2019,384043.58,389497.69
ANIXTER CANADA,2020-2021,29225.09,27518.87
ASOKAN BUSINESS INTERIORS,2017-2018,1986371.24,2035468.55
ASOKAN BUSINESS INTERIORS,2018-2019,2823471.95,2861039.88
ASOKAN BUSINESS INTERIORS,2019-2020,2713121.43,2683480.86
ASOKAN BUSINESS INTERIORS,2020-2021,1113359.38,1055956.39
ASOKAN BUSINESS INTERIORS,2021-2022,2747011.70,1376365.87
BAE SYSTEMS,2020-2021,109056.89,103677.14
BANCTEC CANADA,2018-2019,24993.34,25344.39
BANCTEC CANADA,2020-2021,71300.45,68218.82
BANFIELD SEGUIN,2018-2019,5440.37,5493.90
BANFIELD SEGUIN,2019-2020,19521.33,19564.33
BARGREEN ELLINGSON,2017-2018,310276.36,317699.80
BARGREEN ELLINGSON,2018-2019,85575.25,86965.73
BARGREEN ELLINGSON,2019-2020,541378.02,532554.49
BARGREEN ELLINGSON,2020-2021,10724765.73,10197440.46
BARGREEN ELLINGSON,2021-2022,3138135.04,1117532.17
BARRON S REFRIGERATION HEATING,2017-2018,1140433.23,1168037.74
