d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,110504.05,113549.22
0_other,2018-2019,0.00,0.00
0_other,2019-2020,11166.98,11145.55
0_other,2020-2021,0.00,0.00
0_other,2021-2022,0.00,0.00
1_facilities_and_construction,2017-2018,134156.30,138082.11
1_facilities_and_construction,2018-2019,67032.70,68104.71
1_facilities_and_construction,2019-2020,29865.90,29532.12
1_facilities_and_construction,2020-2021,70360.39,67268.89
1_facilities_and_construction,2021-2022,29247.06,27866.85
10_office_management,2017-2018,5799187.08,5975829.89
10_office_management,2018-2019,7012407.82,7130561.70
10_office_management,2019-2020,7863866.25,7798231.57
10_office_management,2020-2021,6060643.33,5779603.97
10_office_management,2021-2022,4531086.71,4235507.06
2_professional_services,2017-2018,5014702.43,5165541.03
2_professional_services,2018-2019,5437588.79,5527516.51
2_professional_services,2019-2020,5856019.28,5805424.47
2_professional_services,2020-2021,5525499.50,5268671.38
2_professional_services,2021-2022,5875491.78,5496875.82
3_information_technology,2017-2018,16205657.02,16699701.23
3_information_technology,2018-2019,21682141.87,22009018.56
3_information_technology,2019-2020,19928568.63,19697848.08
3_information_technology,2020-2021,17972789.24,17130232.18
3_information_technology,2021-2022,16712767.58,15600350.82
4_medical,2017-2018,125092.32,128853.22
4_medical,2018-2019,338172.20,343006.11
4_medical,2019-2020,190440.97,189128.66
4_medical,2020-2021,172820.28,164650.92
4_medical,2021-2022,111460.80,104548.00
5_transportation_and_logistics,2017-2018,243603.78,251098.15
5_transportation_and_logistics,2018-2019,639982.26,649846.87
5_transportation_and_logistics,2019-2020,557674.06,552935.14
5_transportation_and_logistics,2020-2021,548117.47,522646.96
5_transportation_and_logistics,2021-2022,561729.46,525470.32
6_industrial_products_and_services,2017-2018,46830.72,48202.29
6_industrial_products_and_services,2018-2019,14617.16,14776.09
6_industrial_products_and_services,2019-2020,49978.56,48846.69
6_industrial_products_and_services,2020-2021,72776.83,69468.91
6_industrial_products_and_services,2021-2022,86330.99,79862.77
7_travel,2017-2018,110163.02,113601.84
7_travel,2018-2019,85803.02,87371.41
7_travel,2019-2020,86038.10,85347.63
7_travel,2020-2021,12308.24,11759.26
7_travel,2021-2022,22130.58,20708.93
8_security_and_protection,2017-2018,2866624.88,2954462.17
8_security_and_protection,2018-2019,3134874.28,3191629.00
8_security_and_protection,2019-2020,3363020.62,3335861.41
8_security_and_protection,2020-2021,3488855.87,3326188.00
8_security_and_protection,2021-2022,3446337.50,3224880.74
9_human_capital,2017-2018,662139.91,681873.62
9_human_capital,2018-2019,847159.48,860039.12
9_human_capital,2019-2020,975294.12,962714.03
9_human_capital,2020-2021,1034932.81,986666.79
9_human_capital,2021-2022,798305.42,741445.42
