d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
4 OFFICE AUTOMATION,2017-2018,314102.87,323288.95
4 OFFICE AUTOMATION,2018-2019,405843.06,411553.05
4 OFFICE AUTOMATION,2019-2020,300307.40,297451.51
4 OFFICE AUTOMATION,2020-2021,377564.66,359965.36
4 OFFICE AUTOMATION,2021-2022,292339.65,273983.86
ADOBE,2018-2019,176754.87,178784.15
ADOBE,2019-2020,293015.59,290664.11
ADOBE,2020-2021,220161.99,210252.23
ADVANCED BUSINESS INTERIORS,2017-2018,343765.76,353891.21
ADVANCED BUSINESS INTERIORS,2018-2019,117076.53,118424.29
ADVANCED BUSINESS INTERIORS,2019-2020,222811.63,219445.94
ADVANCED BUSINESS INTERIORS,2020-2021,121708.78,115999.87
ADVANCED BUSINESS INTERIORS,2021-2022,37898.47,35216.71
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,99579.50,102644.37
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,114939.59,117029.41
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,156031.48,154778.37
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,148149.93,141352.08
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,194076.87,181304.47
ALGONQUIN COLLEGE,2017-2018,10102.20,10400.63
ALTIS HUMAN RESOURCES,2017-2018,955896.43,985134.00
ALTIS HUMAN RESOURCES,2018-2019,1034254.59,1052411.87
ALTIS HUMAN RESOURCES,2019-2020,1501317.24,1485430.82
ALTIS HUMAN RESOURCES,2020-2021,1427491.82,1360685.02
ALTIS HUMAN RESOURCES,2021-2022,1623162.52,1518625.87
AMS IMAGING,2017-2018,387088.27,398857.42
AMS IMAGING,2018-2019,140566.72,143842.62
AMS IMAGING,2019-2020,174988.28,171428.01
AMS IMAGING,2020-2021,288583.39,274694.07
AMS IMAGING,2021-2022,51982.21,48200.38
ASOKAN BUSINESS INTERIORS,2017-2018,59483.08,61122.26
ASOKAN BUSINESS INTERIORS,2018-2019,27691.55,28016.77
ASOKAN BUSINESS INTERIORS,2021-2022,88296.44,81482.86
AVI SPL,2017-2018,62205.84,63922.16
AVI SPL,2018-2019,35881.40,36231.32
AVI SPL,2019-2020,58842.54,57890.34
AVI SPL,2020-2021,76689.56,73234.08
AVI SPL,2021-2022,176720.45,163018.03
BAYSHORE HEALTHCARE,2017-2018,94879.91,97714.82
BAYSHORE HEALTHCARE,2018-2019,159654.31,162671.18
BAYSHORE HEALTHCARE,2019-2020,149115.91,147919.24
BAYSHORE HEALTHCARE,2020-2021,151056.48,144009.22
BAYSHORE HEALTHCARE,2021-2022,111460.80,104548.00
BDO CANADA,2018-2019,12223.80,12328.04
BDO CANADA,2019-2020,9811.20,9846.89
BDO CANADA,2021-2022,40369.15,37415.75
BELL CANADA,2017-2018,35335.49,36369.96
BELL DISTRIBUTION,2018-2019,669200.69,674907.81
BELL DISTRIBUTION,2019-2020,291351.69,284493.34
BELL DISTRIBUTION,2020-2021,665759.08,631959.32
BELL DISTRIBUTION,2021-2022,968080.38,896291.20
BEVA GLOBAL MANAGEMENT,2019-2020,12543.08,12244.30
