d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
4 OFFICE AUTOMATION,2018-2019,15782.71,16067.34
49 SOLUTIONS,2021-2022,39945.50,36078.78
AB SCIEX,2017-2018,61059.48,62657.37
AB SCIEX,2018-2019,22001.83,22218.31
AB SCIEX,2019-2020,13201.10,13248.04
ABB,2017-2018,24687.11,25407.24
ABCO MAINTENANCE SYSTEMS,2017-2018,47819.15,49079.83
ACART COMMUNICATIONS,2017-2018,40475.20,41524.05
ACART COMMUNICATIONS,2018-2019,13528.70,13809.87
ACCENTURE,2021-2022,32205.00,30451.80
ACKLANDS GRAINGER,2017-2018,11681.23,11956.58
ACOSYS CONSULTING SERVICES,2019-2020,3525.59,3440.27
ACOSYS CONSULTING SERVICES,2020-2021,101894.00,96709.24
ACOSYS CONSULTING SERVICES,2021-2022,114603.14,105858.50
ADGA GROUP,2017-2018,108231.79,110790.91
ADGA GROUP,2018-2019,139421.84,141691.59
ADGA GROUP,2019-2020,116319.38,115337.76
ADGA GROUP,2021-2022,25990.00,23948.62
ADVANCED BUSINESS INTERIORS,2017-2018,1039683.79,1064424.58
ADVANCED BUSINESS INTERIORS,2018-2019,338069.63,342204.14
ADVANCED BUSINESS INTERIORS,2019-2020,96958.16,95157.74
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,59172.22,60567.03
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,56083.63,56635.43
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,89612.68,88318.93
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,52002.41,49150.19
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,534167.11,487638.33
AECOM,2017-2018,0.00,0.00
AECOM,2018-2019,42107.64,42541.50
AECOM,2019-2020,12915.00,12747.38
AECOM,2020-2021,28069.65,26713.42
AECOM,2021-2022,90995.81,82187.42
AGILENT,2017-2018,376465.67,385457.63
AGILENT,2018-2019,337240.36,340849.08
AGILENT,2019-2020,501680.91,494480.14
AGILENT,2020-2021,562769.49,532592.76
AGILENT,2021-2022,1209053.22,1100232.77
AIR LIQUIDE CANADA,2017-2018,39207.00,40220.50
AIR LIQUIDE CANADA,2018-2019,45592.23,46139.34
AIR LIQUIDE CANADA,2019-2020,75117.23,74849.37
AIR LIQUIDE CANADA,2020-2021,48960.76,46511.53
AIR LIQUIDE CANADA,2021-2022,150271.36,138041.93
AIR TINDI,2018-2019,54483.02,55465.58
AIR TINDI,2019-2020,160084.68,159961.84
AIR TINDI,2020-2021,188876.10,181327.48
AIR TINDI,2021-2022,180579.00,169471.06
ALPINE HELICOPTERS,2017-2018,11418.75,11723.56
ALPINE HELICOPTERS,2018-2019,11648.77,11826.99
ALPINE HELICOPTERS,2019-2020,12363.83,12352.13
ALPINE HELICOPTERS,2020-2021,11854.50,11311.30
ALPINE HELICOPTERS,2021-2022,13231.83,12386.59
ALS CANADA,2017-2018,22773.83,23320.54
ALS CANADA,2018-2019,141790.81,143217.71
ALS CANADA,2019-2020,96658.62,95809.31
ALS CANADA,2020-2021,87074.53,82228.37
ALS CANADA,2021-2022,86821.17,79530.18
ALTIS HUMAN RESOURCES,2017-2018,742729.54,761908.66
ALTIS HUMAN RESOURCES,2018-2019,338766.58,343557.11
ALTIS HUMAN RESOURCES,2019-2020,827707.84,817460.25
ALTIS HUMAN RESOURCES,2020-2021,1031018.42,979938.56
ALTIS HUMAN RESOURCES,2021-2022,1112581.66,1030784.53
AMAZON,2020-2021,1062089.12,1002714.64
AMAZON,2021-2022,1469065.14,1355640.85
AMERESCO CANADA,2017-2018,532943.97,546754.29
AMERESCO CANADA,2018-2019,557916.97,566450.74
AMERESCO CANADA,2019-2020,534404.09,529894.27
AMERESCO CANADA,2020-2021,532943.97,506653.99
AMERESCO CANADA,2021-2022,537320.66,498762.19
ANSYS CANADA,2017-2018,380426.46,390091.54
ANSYS CANADA,2018-2019,736534.27,746945.53
ANSYS CANADA,2019-2020,364373.47,358422.55
ANSYS CANADA,2020-2021,271495.39,259553.14
ANSYS CANADA,2021-2022,346246.56,323119.40
AON REED STENHOUSE,2017-2018,1016.91,1040.88
AON REED STENHOUSE,2018-2019,12288.37,12475.53
AON REED STENHOUSE,2019-2020,12012.58,11911.21
AON REED STENHOUSE,2020-2021,12653.14,12032.62
APPLIED ELECTONICS,2018-2019,324434.58,328038.69
APPLIED ELECTONICS,2021-2022,399908.51,361197.37
APPTION,2019-2020,326677.69,320365.26
APPTION,2020-2021,879507.34,836121.49
APPTION,2021-2022,879507.34,816574.19
ARCADIS CANADA,2017-2018,158825.87,162866.39
ARCADIS CANADA,2018-2019,152157.19,154209.32
ARCADIS CANADA,2019-2020,0.00,0.00
ARCADIS CANADA,2020-2021,0.00,0.00
ARI FINANCIAL SERVICES,2017-2018,89381.86,91698.04
ARI FINANCIAL SERVICES,2018-2019,89381.86,90771.88
ARI FINANCIAL SERVICES,2019-2020,37466.92,37519.30
ARI FINANCIAL SERVICES,2020-2021,75054.50,71352.08
ARI FINANCIAL SERVICES,2021-2022,105869.82,97516.38
ARTEMP PERSONNEL SERVICES,2017-2018,143318.29,146863.41
ARTEMP PERSONNEL SERVICES,2018-2019,167554.33,169769.69
ARTEMP PERSONNEL SERVICES,2019-2020,89154.66,89211.97
ARTEMP PERSONNEL SERVICES,2020-2021,139426.06,132790.40
ARTEMP PERSONNEL SERVICES,2021-2022,207704.04,191622.17
ASBEX,2017-2018,15398.51,15761.48
ASOKAN BUSINESS INTERIORS,2018-2019,11131.63,11241.15
ASOKAN BUSINESS INTERIORS,2021-2022,157341.00,142110.39
ASSOCIATED ENGINEERING,2017-2018,12704.40,13039.34
ATCO,2017-2018,1214731.05,1246233.00
ATCO,2018-2019,1306255.57,1325304.69
ATCO,2019-2020,1275962.68,1262039.63
ATCO,2020-2021,1260054.85,1195287.22
ATCO,2021-2022,1326697.22,1238070.37
AVI SPL CANADA,2018-2019,89303.18,90247.62
AVI SPL CANADA,2019-2020,42531.90,41502.61
AVI SPL CANADA,2020-2021,191946.16,182477.51
AVI SPL CANADA,2021-2022,214325.99,198556.61
AVJET HOLDING,2019-2020,556954.47,555206.69
BANFIELD SEGUIN,2017-2018,24786.55,25370.82
BANFIELD SEGUIN,2018-2019,8549.73,8633.85
BANFIELD SEGUIN,2019-2020,52820.57,52840.56
BANFIELD SEGUIN,2021-2022,14413.15,13628.51
BDO CANADA,2017-2018,0.00,0.00
BDO CANADA,2018-2019,196786.68,198955.66
BDO CANADA,2019-2020,205619.04,202070.37
BDO CANADA,2020-2021,237142.82,225225.13
BDO CANADA,2021-2022,353195.32,326490.96
BECKMAN COULTER CANADA,2017-2018,183027.35,187447.01
BECKMAN COULTER CANADA,2018-2019,4015.11,4059.11
BECKMAN COULTER CANADA,2019-2020,22168.59,22016.34
BELL CANADA,2017-2018,0.00,0.00
BELL CANADA,2018-2019,0.00,0.00
BELL CANADA,2019-2020,0.00,0.00
BELL CANADA,2020-2021,886592.58,834831.55
BELL CANADA,2021-2022,30325.83,27390.29
BLUMETRIC ENVIRONMENTAL,2018-2019,0.00,0.00
BLUMETRIC ENVIRONMENTAL,2019-2020,15059.52,15113.06
BLUMETRIC ENVIRONMENTAL,2020-2021,0.00,0.00
BMT FLEET TECHNOLOGY,2018-2019,31330.60,31687.60
BMT FLEET TECHNOLOGY,2019-2020,46074.40,45925.89
BOMBARDIER,2017-2018,16894.13,17340.04
BOUTHILLETTE PARIZEAU,2017-2018,153324.83,157286.05
BOUTHILLETTE PARIZEAU,2018-2019,202922.58,206078.33
BOUTHILLETTE PARIZEAU,2019-2020,112950.88,111997.69
BOUTHILLETTE PARIZEAU,2020-2021,112642.27,107085.66
BOUTHILLETTE PARIZEAU,2021-2022,32307.12,29663.49
BRANDT TRACTOR,2017-2018,10353.00,10597.04
BRANDT TRACTOR,2019-2020,10336.51,10109.24
BRANDT TRACTOR,2020-2021,20150.25,18973.84
BRUKER,2021-2022,24851.52,22445.89
BUREAU VERITAS,2017-2018,184910.74,189287.72
BUREAU VERITAS,2018-2019,0.00,0.00
