d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,9169.08,9181.65
0_other,2020-2021,52292.39,51193.61
0_other,2021-2022,52292.39,39723.41
1_facilities_and_construction,2017-2018,631049.30,646604.19
1_facilities_and_construction,2018-2019,1263971.39,1280290.78
1_facilities_and_construction,2019-2020,818876.95,816892.28
1_facilities_and_construction,2020-2021,835153.22,816364.33
1_facilities_and_construction,2021-2022,318158.62,257866.20
2_professional_services,2017-2018,2251758.15,2300451.88
2_professional_services,2018-2019,2464964.68,2498105.73
2_professional_services,2019-2020,1621611.72,1619327.68
2_professional_services,2020-2021,1911829.71,1852292.40
2_professional_services,2021-2022,1013475.90,638676.30
7_travel,2017-2018,531444.18,541139.47
