d_most_recent_category,total,percentage
1_facilities_and_construction,103455292.85563947,0.6524776159340558
2_professional_services,52976940.45228264,0.3341179252570408
3_information_technology,599290.1731838182,0.003779636717063046
6_industrial_products_and_services,480079.1964010989,0.0030277902742435786
9_human_capital,372608.28574264207,0.002349986735795914
7_travel,259939.0727311828,0.001639398253895194
NA,207055.43,0.0013058687439135345
5_transportation_and_logistics,98372.43473015874,6.204207625793178e-4
11_defence,65048.490000000005,4.102514477875423e-4
10_office_management,27996.45,0.00017656957364285531
8_security_and_protection,14989.449999999999,9.453629998235125e-5
