d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ACART COMMUNICATIONS,2018-2019,24577.50,24819.32
ACTION PERSONNEL OF OTTAWA HULL,2019-2020,38685.33,38336.90
ACTION PERSONNEL OF OTTAWA HULL,2020-2021,39907.82,38114.05
ADVANCED BUSINESS INTERIORS,2017-2018,51232.97,52448.21
ADVANCED BUSINESS INTERIORS,2018-2019,87043.99,88453.64
ADVANCED BUSINESS INTERIORS,2019-2020,30536.85,29858.49
ADVANCED BUSINESS INTERIORS,2021-2022,34066.12,31661.74
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,20309.29,20788.02
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,218816.22,222335.15
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,24685.02,24476.70
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,27035.77,25684.73
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,62116.53,57720.23
ALTIS HUMAN RESOURCES,2017-2018,178665.15,183104.79
ALTIS HUMAN RESOURCES,2018-2019,270045.72,274078.82
ALTIS HUMAN RESOURCES,2019-2020,113276.16,112420.68
ALTIS HUMAN RESOURCES,2020-2021,62723.88,59726.25
ALTIS HUMAN RESOURCES,2021-2022,50111.25,46786.56
ANTHONY MACAULEY ASSOCIATES,2017-2018,13795.52,14152.80
ANTHONY MACAULEY ASSOCIATES,2018-2019,14283.86,14506.00
ANTHONY MACAULEY ASSOCIATES,2019-2020,29281.90,29386.01
ANTHONY MACAULEY ASSOCIATES,2020-2021,15006.97,14266.68
ASOKAN BUSINESS INTERIORS,2017-2018,21125.38,21623.35
ASOKAN BUSINESS INTERIORS,2018-2019,43235.14,44133.69
AVI SPL,2017-2018,10247.62,10489.18
AVI SPL,2019-2020,40661.72,39677.68
AVI SPL,2020-2021,11548.96,10901.99
BELL CANADA,2020-2021,79810.59,75151.09
BERLITZ CANADA,2019-2020,24827.17,24467.43
BERLITZ CANADA,2020-2021,3238.33,3056.92
BLACKBERRY,2021-2022,19300.84,17808.94
BRECKENHILL,2017-2018,99988.05,102409.56
CALYTERA SOFTWARE,2020-2021,9833.63,9348.54
CALYTERA SOFTWARE,2021-2022,5765.47,5417.88
CBCI TELECOM,2017-2018,25276.24,25872.06
CBCI TELECOM,2018-2019,292889.68,297802.60
