d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,10599.21,7547.76
10_office_management,2017-2018,175291.36,179114.48
10_office_management,2018-2019,248846.18,251636.10
10_office_management,2019-2020,143490.95,143259.04
10_office_management,2020-2021,189743.91,183312.59
10_office_management,2021-2022,252861.68,161133.41
2_professional_services,2017-2018,1076466.72,1099467.05
2_professional_services,2018-2019,1495932.44,1515305.04
2_professional_services,2019-2020,2216424.87,2210658.52
2_professional_services,2020-2021,1771484.04,1720899.87
2_professional_services,2021-2022,989005.54,691674.68
3_information_technology,2017-2018,1526433.46,1557340.30
3_information_technology,2018-2019,2334368.24,2364516.80
3_information_technology,2019-2020,4039740.46,4032014.91
3_information_technology,2020-2021,4111455.68,4022529.68
3_information_technology,2021-2022,3270997.22,2502855.14
4_medical,2020-2021,24860.00,24055.13
6_industrial_products_and_services,2018-2019,428.80,432.95
6_industrial_products_and_services,2019-2020,21991.32,21944.81
8_security_and_protection,2018-2019,20878.41,21096.15
8_security_and_protection,2019-2020,17106.04,17071.00
9_human_capital,2017-2018,33419.77,34298.83
9_human_capital,2018-2019,171518.00,173540.68
9_human_capital,2019-2020,121201.35,121075.66
9_human_capital,2020-2021,189980.30,185006.77
9_human_capital,2021-2022,191901.98,148708.91
