d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2387049.80,2438277.21
1_facilities_and_construction,2018-2019,3111833.40,3151846.86
1_facilities_and_construction,2019-2020,2743605.51,2737485.91
1_facilities_and_construction,2020-2021,5237198.96,5107510.19
1_facilities_and_construction,2021-2022,5382883.77,3870227.94
2_professional_services,2017-2018,153281.20,156038.08
2_professional_services,2018-2019,215028.49,217798.60
2_professional_services,2019-2020,399707.21,398119.97
2_professional_services,2020-2021,394470.71,383613.90
2_professional_services,2021-2022,508533.65,438692.46
7_travel,2021-2022,5951.54,0.00
