d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,108929.50664996977
1_facilities_and_construction,2018-2019,61693.47039262616
1_facilities_and_construction,2019-2020,69688.54908652625
1_facilities_and_construction,2020-2021,73530.722636089
10_office_management,2017-2018,13765.251869158878
10_office_management,2018-2019,10184.04813084112
2_professional_services,2017-2018,18202.04
4_medical,2017-2018,47876.43
4_medical,2019-2020,62853.13
4_medical,2020-2021,38004844.87531653
6_industrial_products_and_services,2017-2018,120771.50798213876
6_industrial_products_and_services,2018-2019,320492.70413600956
6_industrial_products_and_services,2019-2020,162331.25607857297
6_industrial_products_and_services,2020-2021,357173.85394673777
