d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADRM TECHNOLOGY CONSULTING,2017-2018,121686.56,125175.11
ADRM TECHNOLOGY CONSULTING,2018-2019,446495.91,454943.66
ADRM TECHNOLOGY CONSULTING,2019-2020,450451.14,447010.81
ADRM TECHNOLOGY CONSULTING,2020-2021,713625.10,681346.10
ADRM TECHNOLOGY CONSULTING,2021-2022,574608.64,534228.40
ADRM TECHNOLOGY CONSULTING,2022-2023,574608.64,514162.22
ALGONQUIN COLLEGE,2018-2019,15447.10,15591.40
ALTIS HUMAN RESOURCES,2017-2018,136645.26,141059.59
APPLIED ELECTONICS,2018-2019,184952.46,186680.22
APPLIED ELECTONICS,2019-2020,95331.10,93337.97
ARTEMP PERSONNEL SERVICES,2017-2018,69054.65,71285.46
ARTEMP PERSONNEL SERVICES,2018-2019,33953.95,34627.46
AVI SPL,2017-2018,129313.47,133006.46
AVI SPL,2018-2019,232541.36,237734.23
AVI SPL,2019-2020,95964.01,93773.62
AVI SPL,2020-2021,1810.64,1710.39
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,10892.07,10671.17
CARAHSOFT TECHNOLOGY,2017-2018,14890.72,15329.87
CARAHSOFT TECHNOLOGY,2021-2022,1228.40,1110.45
CARAHSOFT TECHNOLOGY,2022-2023,18767.15,16853.48
CDW CANADA,2021-2022,284828.37,265168.04
CISION CANADA,2022-2023,6991.79,6209.47
COMPUGEN,2020-2021,63933.07,60894.82
COMPUGEN,2021-2022,46140.38,43548.13
CONFERENCE BOARD OF CANADA,2017-2018,9754.67,10060.62
CSI CONSULTING,2019-2020,312495.56,308654.06
CSI CONSULTING,2020-2021,380918.61,362775.00
CSI CONSULTING,2021-2022,252751.60,235751.66
CSI CONSULTING,2022-2023,30411.81,27469.90
D4IS SOLUTIONS,2017-2018,16223.46,16743.13
DELCO AUTOMATION,2017-2018,2315.73,2381.86
DELCO AUTOMATION,2018-2019,22544.27,22999.04
DELL COMPUTER,2017-2018,16439.57,16938.34
DELL COMPUTER,2018-2019,8219.78,8431.49
DELOITTE,2017-2018,25616.14,26412.78
DONNA CONA,2017-2018,90276.33,93066.87
DONNA CONA,2018-2019,12119.29,12442.84
DONNA CONA,2020-2021,151818.98,144870.15
DONNA CONA,2021-2022,218165.06,202833.66
DONNA CONA,2022-2023,218165.06,195215.01
EBSCO CANADA,2017-2018,29311.72,30230.87
EBSCO CANADA,2018-2019,37628.02,38383.30
EBSCO CANADA,2019-2020,12761.77,12631.71
EBSCO CANADA,2020-2021,10522.14,10042.45
EBSCO CANADA,2021-2022,8456.94,7823.14
EBSCO CANADA,2022-2023,13483.39,12065.47
ECOLE DE LANGUES ABCE,2018-2019,11025.00,11252.73
ECOLE DE LANGUES ABCE,2019-2020,33547.50,33507.47
EXCEL HUMAN RESOURCES,2017-2018,53139.57,54806.22
EXCEL HUMAN RESOURCES,2018-2019,357166.44,363304.45
EXCEL HUMAN RESOURCES,2019-2020,129453.44,128806.25
EXCEL HUMAN RESOURCES,2020-2021,49387.98,47121.82
FAST TRACK STAFFING,2019-2020,4446.40,4344.91
FAST TRACK STAFFING,2020-2021,47733.44,45457.54
FAST TRACK STAFFING,2021-2022,68786.78,63410.89
FAST TRACK STAFFING,2022-2023,78744.96,70668.88
FREEBALANCE,2017-2018,90284.25,93075.03
FREEBALANCE,2018-2019,90284.25,92014.38
FREEBALANCE,2019-2020,92224.30,91488.63
FREEBALANCE,2020-2021,92658.89,88240.98
FREEBALANCE,2021-2022,119673.52,110967.13
GARTNER,2017-2018,106547.33,109840.82
GARTNER,2018-2019,438100.19,445580.09
GARTNER,2019-2020,338094.05,337576.87
GARTNER,2021-2022,250277.90,227123.18
GARTNER,2022-2023,82943.64,74368.18
GLOBAL KNOWLEDGE,2017-2018,24973.00,25709.50
GLOBAL KNOWLEDGE,2018-2019,19042.16,19375.18
GOSS GILROY,2020-2021,37038.75,34900.72
GOSS GILROY,2021-2022,22976.32,20850.36
GOSS GILROY,2022-2023,79870.07,71468.08
IBM CANADA,2017-2018,13576.19,13969.02
IBM CANADA,2018-2019,89467.56,91153.11
IBM CANADA,2019-2020,14740.72,14474.82
IBM CANADA,2020-2021,46148.33,43969.63
IBM CANADA,2021-2022,42453.06,39503.39
IBM CANADA,2022-2023,39572.18,35421.28
IPSOS,2021-2022,30716.54,27880.45
IPSOS,2022-2023,53029.51,47804.18
ITEX,2020-2021,32.26,30.39
ITEX,2021-2022,11741.18,10916.91
LANGUAGE RESEARCH DEVELOPMENT GROUP,2021-2022,8767.08,7925.30
LANGUAGE RESEARCH DEVELOPMENT GROUP,2022-2023,31232.72,28033.60
MAPLESOFT CONSULTING,2017-2018,64007.16,65842.13
MAPLESOFT CONSULTING,2018-2019,245980.71,250528.14
MAPLESOFT CONSULTING,2019-2020,237737.26,235930.13
MAPLESOFT CONSULTING,2020-2021,165038.07,157686.16
MAXSYS STAFFING AND CONSULTING,2019-2020,430874.56,425826.31
MAXSYS STAFFING AND CONSULTING,2020-2021,146781.44,138712.30
MICROSOFT CANADA,2017-2018,58637.25,60442.93
MICROSOFT CANADA,2018-2019,102916.83,104809.33
MINDWIRE SYSTEMS,2018-2019,19240.26,19538.15
MINDWIRE SYSTEMS,2019-2020,2498.74,2506.47
MODIS CANADA,2017-2018,502782.36,518323.90
MODIS CANADA,2018-2019,502782.36,512417.25
MODIS CANADA,2019-2020,1294097.60,1283721.34
MODIS CANADA,2020-2021,726866.70,691410.62
MODIS CANADA,2021-2022,102395.62,96968.14
MULTISHRED,2018-2019,14803.00,14941.28
N12 CONSULTING,2017-2018,254088.22,261997.84
"NATTIQ",2019-2020,19162.50,18967.21
"NATTIQ",2020-2021,3832.50,3620.29
NORTHERN MICRO,2020-2021,624624.11,588568.15
NORTHERN MICRO,2021-2022,62256.66,57932.81
NORTHERN MICRO,2022-2023,80137.54,70917.35
NOVIPRO,2021-2022,62457.46,57433.07
NOVIPRO,2022-2023,45075.43,40649.61
ORACLE CANADA,2021-2022,406691.26,375778.75
ORACLE CANADA,2022-2023,608862.27,544623.97
ORBIS RISK CONSULTING,2022-2023,35453.75,31450.73
PLEIAD CANADA,2017-2018,23397.41,24098.81
PLEIAD CANADA,2018-2019,35111.56,35728.16
PLEIAD CANADA,2019-2020,42693.79,42353.22
PLEIAD CANADA,2020-2021,116.65,110.19
PORTAGE PERSONNEL,2019-2020,4614.20,4508.88
PORTAGE PERSONNEL,2020-2021,27609.58,26293.18
PORTAGE PERSONNEL,2021-2022,27609.58,25669.34
PORTAGE PERSONNEL,2022-2023,13842.61,12478.61
PRICEWATERHOUSE COOPERS,2017-2018,67149.99,69225.67
PRICEWATERHOUSE COOPERS,2018-2019,35799.83,36529.26
PROSCI CANADA,2017-2018,20402.31,21004.01
PROSCI CANADA,2018-2019,30962.77,31644.64
PROSCI CANADA,2021-2022,37470.35,35190.49
PROSCI CANADA,2022-2023,42782.20,37985.03
QMR,2018-2019,422.80,426.75
QMR,2019-2020,8144.44,8079.47
QMR,2020-2021,100703.76,95481.30
QMR,2021-2022,8122.19,7551.40
QUANTUM MANAGEMENT SERVICES,2017-2018,40724.14,41930.83
RANDSTAD,2018-2019,106124.86,107533.64
RANDSTAD,2019-2020,223228.16,221447.47
RANDSTAD,2020-2021,222618.25,212003.96
RANDSTAD,2021-2022,116493.38,109788.02
RANDSTAD,2022-2023,3747.23,3316.10
SAMSON ASSOCIES,2017-2018,0.00,0.00
SAMSON ASSOCIES,2018-2019,110995.55,112660.22
SAMSON ASSOCIES,2019-2020,187209.08,185715.72
SAMSON ASSOCIES,2020-2021,186697.58,177795.97
SAMSON ASSOCIES,2021-2022,186697.58,173577.53
SAMSON ASSOCIES,2022-2023,198677.01,177658.92
SAS INSTITUTE,2018-2019,494235.00,503697.97
SAS INSTITUTE,2019-2020,727821.42,727204.17
SAS INSTITUTE,2020-2021,43929.87,41825.78
SI SYSTEMS,2017-2018,195063.48,200914.16
SI SYSTEMS,2018-2019,630960.26,643051.45
SI SYSTEMS,2019-2020,724534.55,717391.21
SI SYSTEMS,2020-2021,1146608.61,1091939.09
SI SYSTEMS,2021-2022,983256.15,918363.43
SOFTCHOICE,2017-2018,41980.08,43277.73
SOFTCHOICE,2018-2019,19248.11,19534.31
SOFTCHOICE,2019-2020,18589.02,18566.48
SOFTCHOICE,2020-2021,22565.70,21483.78
SOFTCHOICE,2021-2022,49077.08,45484.97
SOFTCHOICE,2022-2023,34710.21,30987.16
SOFTSIM TECHNOLOGIES,2021-2022,576412.20,535173.28
SOFTSIM TECHNOLOGIES,2022-2023,42383.25,38283.28
SRA STAFFING SOLUTIONS,2019-2020,183145.93,181283.42
SRA STAFFING SOLUTIONS,2020-2021,127754.72,121522.93
SRA STAFFING SOLUTIONS,2021-2022,17997.14,17043.20
STIFF SENTENCES,2019-2020,24577.50,24016.51
SYSTEMSCOPE,2017-2018,1049845.33,1082358.71
SYSTEMSCOPE,2018-2019,586999.40,601105.47
TAG HR,2019-2020,190683.18,189761.14
THE AIM GROUP,2019-2020,39776.00,38982.76
THINKPOINT,2017-2018,30765.94,31647.95
THINKPOINT,2018-2019,46148.92,47311.69
TOTEM OFFISOURCE,2018-2019,23990.68,24214.79
TRM TECHNOLOGIES,2017-2018,8940.89,9199.43
TRM TECHNOLOGIES,2018-2019,216878.57,219747.61
TRM TECHNOLOGIES,2019-2020,306426.71,305977.39
TURTLE ISLAND STAFFING,2017-2018,17974.31,18538.05
VIDCRUITER,2021-2022,1118.70,1011.28
VIDCRUITER,2022-2023,28047.30,25107.87
WORKDYNAMICS TECHNOLOGIES,2017-2018,40290.49,41535.92
WORKDYNAMICS TECHNOLOGIES,2018-2019,172522.90,175512.50
WORKDYNAMICS TECHNOLOGIES,2019-2020,103929.47,103480.04
WORKDYNAMICS TECHNOLOGIES,2020-2021,48748.67,46424.36
WORKDYNAMICS TECHNOLOGIES,2021-2022,49325.67,46095.31
WORKDYNAMICS TECHNOLOGIES,2022-2023,1982.29,1790.53
