d_vendor_name,overall_total
MODIS CANADA,3026529.02
SI SYSTEMS,2697166.90
ADRM TECHNOLOGY CONSULTING,1732258.71
SYSTEMSCOPE,1636844.73
SAS INSTITUTE,1265986.29
GARTNER,868138.74
MAPLESOFT CONSULTING,712763.20
MAXSYS STAFFING AND CONSULTING,577656.00
RANDSTAD,551971.27
TRM TECHNOLOGIES,532246.18
AVI SPL CANADA,459629.48
WORKDYNAMICS TECHNOLOGIES,365491.53
FREEBALANCE,365451.69
EXCEL HUMAN RESOURCES,353825.80
SRA STAFFING SOLUTIONS,310900.66
APPLIED ELECTONICS,280283.56
DONNA CONA,254214.60
N12 CONSULTING,254088.22
IBM CANADA,163932.80
MICROSOFT CANADA,161554.08
ALTIS HUMAN RESOURCES,136645.26
QMR,109270.99
ARTEMP PERSONNEL SERVICES,103008.60
PRICEWATERHOUSE COOPERS,102949.82
SOFTCHOICE,102382.91
PLEIAD CANADA,101319.41
EBSCO CANADA,90223.65
CHARRON HUMAN RESOURCES,55965.00
FAST TRACK STAFFING,52179.84
PROSCI CANADA,51365.08
ECOLE DE LANGUES ABCE,44572.50
GLOBAL KNOWLEDGE,44015.16
QUANTUM MANAGEMENT SERVICES,40724.14
THE AIM GROUP,39776.00
GOSS GILROY,37038.75
PORTAGE PERSONNEL,32223.79
DELOITTE AND TOUCHE,25616.14
DELCO AUTOMATION,24860.00
DELL COMPUTER,24659.35
STIFF SENTENCES,24577.50
TOTEM OFFISOURCE,23990.68
"NATTIQ",22995.00
MINDWIRE SYSTEMS,21739.00
TURTLE ISLAND STAFFING,17974.31
D4IS SOLUTIONS,16223.46
CARAHSOFT TECHNOLOGY,14890.72
CANADIAN CORPS OF COMMISSIONAIRES,10892.07
ITEX,32.26
