d_vendor_name,overall_total
MODIS CANADA,3026529.01841005
SI SYSTEMS,2697166.8974590166
ADRM TECHNOLOGY CONSULTING,1732258.712630137
SYSTEMSCOPE,1636844.7305936073
SAS INSTITUTE,1265986.29
GARTNER,868138.74
MAPLESOFT CONSULTING,712763.2
CSI CONSULTING,693414.1697304654
CSI FOXWISE DWP INNOVISION CONSULT J VENTUR,657599.5199999999
NORTHERN MICRO,624624.11
MAXSYS STAFFING CONSULTING,577656
RANDSTAD,551971.2666514599
TRM TECHNOLOGIES,532246.18
SAMSON ET ASSOCIES,484902.2128587076
SAMSON ASSOCIATES,478558.09323049005
AVI SPL CANADA,459629.48000000004
WORKDYNAMICS TECHNOLOGIES,365491.5326884134
FREEBALANCE,365451.69
EXCEL HUMAN RESOURCES,353825.8031880836
SRA STAFFING SOLUTIONS,310900.65636114916
FLETCHER SUSAN,296912.0034173127
1239376 ONTARIO,289697.94520547945
APPLIED ELECTONICS,280283.56
DONNA CONA,254214.5980149292
N12 CONSULTING,254088.21857923496
2335719 ONTARIO,248350.23955555554
TAG HR THE ASSOCIATES GROUP,190683.18
ACTIAN,185506.35199999998
IBM CANADA,163932.8002739726
MICROSOFT CANADA,161554.08000000002
TRI GROUP,148161.83020948182
ALTIS HR OTTAWA EXCELHR INC JOINT VENTURE,136645.2553846154
RETIREMENT PLANNING INSTITUTE,131649.03976121522
BEGIN MARIO,126973.40093023256
QMR,109270.99376681614
ARTEMP PERSONNEL SERVICES,103008.60149425289
PRICEWATERHOUSE COOPERS,102949.81995623633
SOFTCHOICE,102382.91409836065
PLEIAD CANADA,101319.41
EBSCO CANADA,90223.65246575343
ADECCO EMPLOYMENT SERVICES,83125.87604651162
THE CORPORATE EXECUTIVE BOARD COMPANY,80350.61589041096
THINKPOINT,76914.86
HACKEREARTH,74599.11270491804
TODD SHARON,65556.95
J SCOTT BROUGHTON CONSULTING,64809.46111111111
COMPUGEN,63933.07232876712
PROACTIVE SECURITY,61511.62
CHARRON HUMAN RESOURCES,55965.00000000001
JETBRAINS AMERICAS,55406.19200000001
FAST TRACK STAFFING,52179.8412565445
PROSCI CANADA,51365.079999999994
LAFLEUR ROBERT S TREBOR,47967.01
CIO STRATEGY COUNCIL,45200
ECOLE DE LANGUES ABCE,44572.5
GLOBAL KNOWLEDGE,44015.16
GLOBE AWARDS AND PROMOTIONS,43866.46
DEMENAGEMENT SLBL,43720.152
OFFICEWORK SOFTWARE,43459.61312328768
ZEROTURNAROUND USA,43450.72
SPI CONSULTANTS,43286.06
QUEST SOFTWARE CANADA,41205.380000000005
QUANTUM MANAGEMENT SERVICES,40724.14
CNSL CONSULTANTS,40338.39
THE AIM GROUP,39776
VERINT AMERICAS,37971.55515068493
GOSS GILROY,37038.75
LEARNING TREE INTERNATIONAL,34108.560000000005
PORTAGE PERSONNEL,32223.785913757696
DRUIDE INFORMATIQUE,32135.519999999997
CULLINAN ANNA,30167.332954545454
COMPASS ROSE GROUP,28249.999999999996
EMBRASE,27815.37
DELOITTE AND TOUCHE,25616.140273972604
CORPORATE EXPRESS,25544.36
LES SERVICES CONSEILS HARDY,24988
ACCURATE DESIGN AND,24916.5
FYFE FORTIN MARIETTE,24900
DELCO AUTOMATION,24860
DETOURUX,24860
HANIA HAWRYLAK,24860
ALITHYA,24834.6
POINT D ORGUE COACHING,24779.825833333332
COPEM CONSULTING,24738
C2 CONSEILS,24719.62
PLURALSIGHT,24713.59
DELL COMPUTER,24659.35
STIFF SENTENCES,24577.5
Y2 CONSULTING PSYCHOLOGISTS,24365.5
J A MEDIA SERVICES,24295
TOTEM OFFISOURCE,23990.68
"NATTIQ",22995
ISEE SYSTEMS,22943.31
XACTLY DESIGN ADVERTISING,22663.348484848484
CANADIAN MANAGEMENT CENTRE,22600
EXECUTIVE SPIN,21926.394444444446
MINDWIRE SYSTEMS,21739
PRIVPRO,20594.25
CORPORATE EXPRESS CANADA,20534.53
ZERO TURNAROUND USA,20507.965753424654
