d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ADVANCED BUSINESS INTERIORS,2017-2018,50384.72,51699.35
ADVANCED BUSINESS INTERIORS,2020-2021,41568.87,39291.37
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,358312.60,338681.15
ALTIS HUMAN RESOURCES,2017-2018,266659.25,273100.24
ALTIS HUMAN RESOURCES,2018-2019,368365.32,372989.83
ALTIS HUMAN RESOURCES,2019-2020,83057.33,83036.94
ALTIS HUMAN RESOURCES,2020-2021,25894.00,25344.31
ALTIS HUMAN RESOURCES,2021-2022,11053.14,0.00
AVI SPL CANADA,2020-2021,27824.56,26300.09
BELL CANADA,2018-2019,37855.00,38412.19
BELL CANADA,2019-2020,479283.68,477706.10
BELL CANADA,2020-2021,445792.80,432639.49
BELL CANADA,2021-2022,236573.88,0.00
BROOKFIELD ASSET MANAGEMENT,2019-2020,20012.30,20003.17
CACHE COMPUTER CONSULTING,2018-2019,24860.00,25179.87
CALIAN,2021-2022,140240.69,75406.26
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,648400.15,665458.40
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,1053674.45,1067050.56
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,1036815.12,1034691.45
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,1050319.41,1026829.19
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,1153572.38,876300.21
CARAHSOFT TECHNOLOGY,2017-2018,38487.81,39519.50
CARAHSOFT TECHNOLOGY,2018-2019,27521.42,27888.38
CARSWELL,2017-2018,126405.39,129353.06
CARSWELL,2018-2019,167011.93,169189.65
CARSWELL,2019-2020,289142.60,288322.16
CARSWELL,2020-2021,20785.81,20967.64
CBCI TELECOM,2017-2018,35949.81,36567.33
CBCI TELECOM,2018-2019,69538.89,70263.05
CBCI TELECOM,2019-2020,15950.00,15942.72
CBCI TELECOM,2020-2021,110958.76,105849.02
CBCI TELECOM,2021-2022,25216.89,16645.05
CDW CANADA,2020-2021,71816.48,69111.35
CDW CANADA,2021-2022,48776.77,44736.00
CGI,2018-2019,49031.64,49804.64
CGI,2019-2020,100254.64,100049.29
CGI,2020-2021,41909.72,41905.93
CNW GROUP,2018-2019,4584.28,4646.30
CNW GROUP,2019-2020,6191.32,6178.64
CNW GROUP,2020-2021,6174.40,6044.66
CSDC SYSTEMS,2017-2018,7218.39,7350.25
CSDC SYSTEMS,2018-2019,4499.13,4546.86
CSDC SYSTEMS,2019-2020,9861.66,9840.31
CSDC SYSTEMS,2020-2021,2631.71,2654.73
D DOYLE INSTALLATIONS,2017-2018,23481.40,24290.72
DONNA CONA,2021-2022,39832.50,35961.81
DYNAMIC PERSONNEL CONSULTANTS,2021-2022,59671.23,39045.66
EBERHARD VON HUENE ASSOCIATES,2019-2020,17911.63,17903.46
ERNST YOUNG,2018-2019,3211.10,3242.18
ERNST YOUNG,2019-2020,6880.93,6877.79
EXCEL HUMAN RESOURCES,2017-2018,501428.99,514145.15
EXCEL HUMAN RESOURCES,2018-2019,145934.67,147482.87
EXCEL HUMAN RESOURCES,2019-2020,73240.95,73090.93
EXCEL HUMAN RESOURCES,2020-2021,148278.60,145767.70
EXCEL HUMAN RESOURCES,2021-2022,34968.56,18736.35
FCA CANADA,2021-2022,41281.07,37832.98
GARTNER,2017-2018,118152.80,120182.35
GARTNER,2019-2020,245529.08,245423.79
GARTNER,2020-2021,29174.04,27575.63
GARTNER,2021-2022,316752.86,137102.52
GLOBAL KNOWLEDGE,2020-2021,11029.59,10425.30
GLOBAL KNOWLEDGE,2021-2022,96745.29,87376.04
GLOBAL UPHOLSTERY,2017-2018,151147.43,156396.94
GLOBAL UPHOLSTERY,2018-2019,133975.45,136436.15
GLOBAL UPHOLSTERY,2019-2020,14755.37,14748.64
GLOBAL UPHOLSTERY,2020-2021,10426.51,9919.86
HEWLETT PACKARD,2017-2018,6285.71,6454.20
HEWLETT PACKARD,2018-2019,5751.85,5826.90
HYPERTEC,2019-2020,25413.70,25410.51
IBM CANADA,2018-2019,11103.32,11210.77
IFATHOM,2018-2019,239951.28,243117.07
IFATHOM,2019-2020,24468.72,24457.55
INTEGRA NETWORKS,2019-2020,33854.26,33900.68
IRON MOUNTAIN,2018-2019,393480.00,398766.72
IRON MOUNTAIN,2019-2020,502802.73,501991.22
IRON MOUNTAIN,2020-2021,493816.39,483677.39
IRON MOUNTAIN,2021-2022,528225.74,429201.77
J M LEDRESSAY ASSOCIATES,2017-2018,1471801.18,1511253.58
