d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,289700.04,297470.15
1_facilities_and_construction,2018-2019,207273.59,210727.92
1_facilities_and_construction,2019-2020,957921.45,948568.58
1_facilities_and_construction,2020-2021,647504.53,617362.92
1_facilities_and_construction,2021-2022,872611.06,814637.10
10_office_management,2018-2019,111174.48,113382.99
2_professional_services,2018-2019,38187.45,38600.56
2_professional_services,2019-2020,48394.50,47960.13
2_professional_services,2020-2021,36013.61,33911.06
2_professional_services,2021-2022,152290.47,138725.67
6_industrial_products_and_services,2021-2022,14560.30,13150.86
