d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2020-2021,14483.57,13647.52
0_other,2021-2022,366841.59,340781.48
0_other,2022-2023,381460.50,341301.79
1_facilities_and_construction,2020-2021,93112.21,87737.37
1_facilities_and_construction,2021-2022,576033.14,535552.79
1_facilities_and_construction,2022-2023,576033.14,515436.86
2_professional_services,2020-2021,11256.83,10607.04
2_professional_services,2021-2022,1480009.79,1390906.05
2_professional_services,2022-2023,1259779.90,1126792.08
7_travel,2021-2022,3289.64,2991.24
7_travel,2022-2023,7895.14,7089.70
9_human_capital,2020-2021,17458.21,16499.12
9_human_capital,2021-2022,59002.28,54855.94
9_human_capital,2022-2023,61635.64,55127.05
