d_most_recent_category,total,percentage
2_professional_services,93615844.7668666,0.348641201813014
3_information_technology,85785886.72222173,0.3194811168975955
1_facilities_and_construction,30183483.18783634,0.11240838428277088
6_industrial_products_and_services,20847015.201924,0.07763780215104528
10_office_management,10886942.757999865,0.040544811796239325
5_transportation_and_logistics,9479505.905128453,0.03530327947782686
8_security_and_protection,6276147.070902757,0.023373430673022205
4_medical,5979053.071060967,0.02226700248862433
9_human_capital,4716872.870333197,0.01756643045210443
NA,635344.5,0.0023661301203542246
7_travel,110201.73279999998,4.104098474029571e-4
