d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,29451811.73,30215004.52
2_professional_services,2018-2019,29451811.73,29909830.96
2_professional_services,2019-2020,29532501.63,29283277.57
2_professional_services,2020-2021,29451811.73,27998962.20
2_professional_services,2021-2022,29451811.73,27344387.38
4_medical,2017-2018,5449607.46,5590824.61
4_medical,2018-2019,5449607.46,5534356.91
4_medical,2019-2020,5464537.89,5418422.79
4_medical,2020-2021,8766239.79,8340552.15
4_medical,2021-2022,8878728.57,8271303.15
9_human_capital,2018-2019,3475290.25,3529098.64
9_human_capital,2019-2020,3523424.46,3493690.37
9_human_capital,2020-2021,3513797.62,3340462.98
9_human_capital,2021-2022,3787191.47,3509297.16
