d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
3M CANADA COMPANY,2017-2018,11461.17,11787.34
3M CANADA COMPANY,2019-2020,19771.59,19631.11
3M CANADA COMPANY,2020-2021,4297.27,4049.73
3M CANADA COMPANY,2021-2022,24546.01,22917.70
ADVANCED BUSINESS INTERIORS,2018-2019,81006.91,82056.68
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,484323.02,498932.42
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,696288.38,708747.82
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,507725.55,505906.07
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,16005.80,15259.52
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,17177.27,16073.82
AON REED STENHOUSE,2017-2018,10373.77,10690.82
AON REED STENHOUSE,2018-2019,11300.00,11506.78
AON REED STENHOUSE,2019-2020,11330.87,11240.30
AON REED STENHOUSE,2020-2021,11297.55,10770.82
AON REED STENHOUSE,2021-2022,897.81,855.44
APPLIED ELECTONICS,2017-2018,11024.40,11362.29
APPLIED ELECTONICS,2018-2019,10921.27,11120.92
APPLIED ELECTONICS,2019-2020,10916.02,10827.69
APPLIED ELECTONICS,2020-2021,13431.10,12805.98
APPLIED ELECTONICS,2021-2022,10145.85,9225.32
ASOKAN BUSINESS INTERIORS,2019-2020,72039.17,71832.40
ASOKAN BUSINESS INTERIORS,2021-2022,20603.52,18734.18
AVI SPL,2019-2020,18429.27,18086.90
BANCTEC CANADA,2018-2019,16768.96,16911.97
BANCTEC CANADA,2019-2020,90256.43,89532.12
BANCTEC CANADA,2020-2021,90009.83,85813.08
BANCTEC CANADA,2021-2022,90009.83,84227.69
BMC SOFTWARE CANADA,2017-2018,4062.02,4173.96
BMC SOFTWARE CANADA,2018-2019,30067.25,30631.26
BMC SOFTWARE CANADA,2019-2020,20192.36,20029.18
BMC SOFTWARE CANADA,2020-2021,20364.64,19416.35
BMC SOFTWARE CANADA,2021-2022,19166.49,17922.77
CALIAN,2021-2022,919800.00,858451.91
CALYTERA SOFTWARE,2021-2022,97733.75,90902.09
