d_most_recent_category,total,percentage
2_professional_services,622611810.0932807,0.46924330887522964
3_information_technology,571378716.5619091,0.43063050721800905
8_security_and_protection,48991744.075722694,0.03692356573547214
10_office_management,36025023.978014365,0.027150948921480126
9_human_capital,35701326.61114779,0.026906988204641307
5_transportation_and_logistics,3808851.2365052304,0.0028706136444206724
4_medical,3790109.8731166483,0.002856488857150778
6_industrial_products_and_services,2730625.9042414897,0.0020579884830882376
1_facilities_and_construction,1332599.345868344,0.001004339005979573
NA,344718.93000000005,2.598040202945941e-4
7_travel,126643.15,9.544703423386503e-5
