d_vendor_name,overall_total
D H PARTNERSHIP,915988969.4640739
PRICEWATERHOUSE COOPERS,119053964.57520656
QUANTUM MANAGEMENT SERVICES,70216730.06280185
SI SYSTEMS,66924707.34622811
DELOITTE AND TOUCHE,48896777.64073343
CANADIAN CORPS OF COMMISSIONAIRES,46267567.06044492
NISHA TECHONOLOGIES,39594379.653684214
ORACLE CANADA,35495502.20409196
MICROSOFT CANADA,31104725.01658787
ACCENTURE,28397031.94826948
CACHE COMPUTER CONSULTING,27204458.00204661
ADOBE,26066810.970346533
IBM CANADA,25327483.856406044
PROCOM CONSULTANTS,21245310.90819788
SYSTEMATIX SOLUTIONS,20342260.101572122
HYPERTEC,19756171.716388404
CGI,18855734.181402992
COSSETTE COMMUNICATIONS,18646947.400000002
XEROX,16388687.46122776
ERNST YOUNG,15136133.320456665
DONNA CONA,13320236.044382924
RANDSTAD,12414295.637253031
FUJITSU,12175109.620332977
GATESTONE,11253312.53
GARTNER,10926388.202886146
R E GILMORE INVESTMENTS,10368048.34087081
SAP,8819379.012327775
BELL CANADA,8750192.36
LANGUAGE RESEARCH DEVELOPMENT GROUP,7968775.905386722
TEKNION,7637904.090836961
SAS INSTITUTE,7355074.2866521645
SIMPLEX GRINNELL,6248677.810495348
VERITAAQ TECHNOLOGY HOUSE,6146210.067251267
KPMG,6016656.171035323
GRAYBRIDGE INTERNATIONAL CONSULTING,5982727.773168571
HOOTSUITE MEDIA,5293871.30031131
TEKSYSTEMS CANADA,5145789.314794396
CDW CANADA,4697887.387266645
BDO CANADA,4695835.15
CALIAN,3868193.759326685
ALLIANCE EVENTS,3728157.657538462
MINDWIRE SYSTEMS,3634040.564929006
ADVANCED CHIPPEWA TECHNOLOGIES,3605208.291868493
SABA SOFTWARE,3406753.566323817
TRM TECHNOLOGIES,3378663.1500000004
CORADIX TECHNOLOGY CONSULTING,3357428.0701895803
INSTRUX MEDIA,3229512.58
"NAVPOINT CONSULTING GROUP",3197013.2372003836
A HUNDRED ANSWERS,3177282.3899999997
ADVANCED BUSINESS INTERIORS,2947978.3094344577
TES CONTRACT SERVICES,2848955.1823718287
IRON MOUNTAIN,2476863.2934563174
NITAM SOLUTIONS,2343012.0161677776
