d_vendor_name,d_fiscal_year,total
360 ADVANCED SECURITY,2017-2018,344117.94999999995
360 ADVANCED SECURITY,2019-2020,212471.16
360 ADVANCED SECURITY,2020-2021,398044.16
45 NORTH CONSULTING,2017-2018,373567.8398325712
45 NORTH CONSULTING,2018-2019,498422.6089174289
45 NORTH CONSULTING,2019-2020,265092.65625
45 NORTH CONSULTING,2020-2021,264368.359375
A HUNDRED ANSWERS,2017-2018,645202.9750582536
A HUNDRED ANSWERS,2018-2019,1526435.3710070138
A HUNDRED ANSWERS,2019-2020,971427.4839347326
A HUNDRED ANSWERS,2020-2021,34216.56
A HUNDRED ANSWERS CONSULTING,2017-2018,607501.8619473685
A HUNDRED ANSWERS CONSULTING,2018-2019,1024796.5460526316
ACCENTURE,2019-2020,162276.38020833334
ACCENTURE,2020-2021,28227727.446571
ACOSYS CONSULTING SERVICES,2019-2020,209108.64496973986
ACOSYS CONSULTING SERVICES,2020-2021,2713105.349939384
ADOBE,2017-2018,7031929.797977168
ADOBE,2018-2019,5908993.927130426
ADOBE,2019-2020,6115803.56096447
ADOBE,2020-2021,7010083.6842744695
ADRM TECHNOLOGY CONSULTING,2017-2018,818071.2204752702
ADRM TECHNOLOGY CONSULTING,2018-2019,401988.81095064187
ADRM TECHNOLOGY CONSULTING,2019-2020,198429.84636866767
ADRM TECHNOLOGY CONSULTING,2020-2021,150743.54109281438
ADVANCED BUSINESS INTERIORS,2017-2018,1988899.3213860358
ADVANCED BUSINESS INTERIORS,2018-2019,166114.44
ADVANCED BUSINESS INTERIORS,2019-2020,179291.8791383574
ADVANCED BUSINESS INTERIORS,2020-2021,613672.6689100643
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,871062.9444681285
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,610243.3143183973
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,789986.3997871847
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,1333915.6332947826
ALLIANCE EVENTS,2017-2018,886352.6353846155
ALLIANCE EVENTS,2018-2019,886352.6353846155
ALLIANCE EVENTS,2019-2020,959693.7631328672
ALLIANCE EVENTS,2020-2021,995758.6236363638
ALTIS HUMAN RESOURCES,2017-2018,464549.8655200088
ALTIS HUMAN RESOURCES,2018-2019,393609.1149298889
ALTIS HUMAN RESOURCES,2019-2020,347150.17904248287
ALTIS HUMAN RESOURCES,2020-2021,465472.2186023883
APPLIED ELECTONICS,2017-2018,351614.2298431613
APPLIED ELECTONICS,2018-2019,217851.47250410554
APPLIED ELECTONICS,2019-2020,326350.6821552661
APPLIED ELECTONICS,2020-2021,917246.0919984507
ARTOPEX,2017-2018,889427.2499999999
ARTOPEX,2020-2021,76150.83
ATTACHMATE,2017-2018,499239.62
ATTACHMATE,2018-2019,1497718.8599999999
ATTACHMATE,2020-2021,60994.977232876714
AVI SPL CANADA,2018-2019,427461.6208659218
AVI SPL CANADA,2019-2020,190325.64434587577
AVI SPL CANADA,2020-2021,723924.055061158
BDO CANADA,2017-2018,685117.184520411
BDO CANADA,2018-2019,953944.792899271
BDO CANADA,2019-2020,1554029.9005702198
BDO CANADA,2020-2021,1502743.2720100982
BELL CANADA,2017-2018,1364603.78
BELL CANADA,2018-2019,1075288.822413793
BELL CANADA,2019-2020,5116341.447586207
BELL CANADA,2020-2021,1193958.31
CACHE COMPUTER CONSULTING,2017-2018,6092041.519419853
CACHE COMPUTER CONSULTING,2018-2019,7647110.574400161
CACHE COMPUTER CONSULTING,2019-2020,6767235.083650924
CACHE COMPUTER CONSULTING,2020-2021,6625539.485155388
CAE,2017-2018,501157.7670319149
CAE,2018-2019,456001.9229680851
CALIAN,2017-2018,1066372.004029837
CALIAN,2018-2019,1207867.6654173585
CALIAN,2019-2020,823908.1900192277
CALIAN,2020-2021,770045.8998602622
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,7948379.232690217
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,7717715.527309783
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,7729385.132440975
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,22872087.16800395
CARASOFT,2019-2020,173997.77049180327
CARASOFT,2020-2021,887388.6295081966
CDW CANADA,2017-2018,1363890.396136986
CDW CANADA,2018-2019,144247.17595028182
CDW CANADA,2019-2020,664357.9403024452
CDW CANADA,2020-2021,2525391.874876932
CGI,2019-2020,149793.58173076922
CGI,2020-2021,18705940.599672224
CLOSEREACH,2017-2018,415754.06733721547
CLOSEREACH,2018-2019,429788.17326824996
CLOSEREACH,2019-2020,496079.02304609196
CLOSEREACH,2020-2021,613823.3422413132
COMPUGEN,2020-2021,1588222.5698891478
CORADIX TECHNOLOGY CONSULTING,2017-2018,666761.7758432421
CORADIX TECHNOLOGY CONSULTING,2018-2019,675131.9636438356
CORADIX TECHNOLOGY CONSULTING,2019-2020,701855.6378756715
CORADIX TECHNOLOGY CONSULTING,2020-2021,1313678.6928268308
COSSETTE COMMUNICATIONS,2017-2018,5162910.302127659
COSSETTE COMMUNICATIONS,2018-2019,5981779.79787234
COSSETTE COMMUNICATIONS,2019-2020,4667229.2890625
COSSETTE COMMUNICATIONS,2020-2021,2835028.0109375003
D H PARTNERSHIP,2017-2018,87501743.66295968
D H PARTNERSHIP,2018-2019,87501743.66295968
D H PARTNERSHIP,2019-2020,14527785.381877908
D H PARTNERSHIP,2020-2021,14488091.979195181
DELOITTE AND TOUCHE,2017-2018,602673.162716833
DELOITTE AND TOUCHE,2018-2019,6256870.692750106
DELOITTE AND TOUCHE,2019-2020,12285976.864698183
DELOITTE AND TOUCHE,2020-2021,29886029.651403777
DONNA CONA,2017-2018,3121949.8345563407
DONNA CONA,2018-2019,6603828.7488280535
DONNA CONA,2019-2020,3554139.256662827
DONNA CONA,2020-2021,40458.74125874126
ERNST YOUNG,2017-2018,4746112.138088655
ERNST YOUNG,2018-2019,5545675.314715978
ERNST YOUNG,2019-2020,4774945.480701989
ERNST YOUNG,2020-2021,69400.38695004342
EVALUATION PERSONNEL SELECTION,2018-2019,153702.16903073285
EVALUATION PERSONNEL SELECTION,2019-2020,317753.7429580714
EVALUATION PERSONNEL SELECTION,2020-2021,1199426.128277791
EVALUATION PERSONNEL SELECTION INT,2017-2018,255038.94785211084
EVALUATION PERSONNEL SELECTION INT,2018-2019,888577.1388788185
EVALUATION PERSONNEL SELECTION INT,2019-2020,1106131.922491228
