d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
A NET SOLUTIONS,2017-2018,100297.53,102896.57
A NET SOLUTIONS,2018-2019,100297.53,101857.30
A NET SOLUTIONS,2019-2020,100297.53,99451.12
A NET SOLUTIONS,2020-2021,335121.93,318848.20
A NET SOLUTIONS,2021-2022,102297.55,94977.65
ACART COMMUNICATIONS,2021-2022,149982.54,136646.07
ACCENTURE,2019-2020,162276.38,158349.21
ACCENTURE,2020-2021,27773284.95,26420050.56
ACCENTURE,2021-2022,44679945.89,41378406.83
ACOSYS CONSULTING SERVICES,2019-2020,208357.76,203315.40
ACOSYS CONSULTING SERVICES,2020-2021,2664532.27,2531004.10
ACOSYS CONSULTING SERVICES,2021-2022,4269691.02,3949033.50
ADGA GROUP,2017-2018,88530.75,90837.99
ADGA GROUP,2021-2022,38900.25,36349.36
ADOBE,2017-2018,7031929.80,7215385.42
ADOBE,2018-2019,5908993.93,6001063.13
ADOBE,2019-2020,6115803.56,6060211.26
ADOBE,2020-2021,7010083.68,6664225.53
ADOBE,2021-2022,6736808.18,6254199.11
ADRM TECHNOLOGY CONSULTING,2017-2018,817314.65,838508.57
ADRM TECHNOLOGY CONSULTING,2018-2019,401988.81,408286.81
ADRM TECHNOLOGY CONSULTING,2019-2020,198429.85,197249.79
ADRM TECHNOLOGY CONSULTING,2020-2021,150743.54,143307.40
ADRM TECHNOLOGY CONSULTING,2021-2022,420235.70,383549.75
ADVANCED BUSINESS INTERIORS,2017-2018,1988899.32,2039649.47
ADVANCED BUSINESS INTERIORS,2018-2019,166114.44,167748.84
ADVANCED BUSINESS INTERIORS,2019-2020,179291.88,174952.92
ADVANCED BUSINESS INTERIORS,2020-2021,613672.67,580332.31
ADVANCED BUSINESS INTERIORS,2021-2022,1431015.34,1327784.45
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,871062.94,893646.43
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,610243.31,619631.22
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,789986.40,782608.53
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,1333915.63,1264466.68
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,1118062.09,1035503.32
AGILEC,2020-2021,19631.01,18566.85
AGILEC,2021-2022,84880.79,78515.40
ALGONQUIN COLLEGE,2019-2020,24831.75,24588.70
ALGONQUIN COLLEGE,2020-2021,37574.59,35784.88
ALGONQUIN COLLEGE,2021-2022,82539.71,76590.75
ALLSEATING,2021-2022,25360.02,23060.15
ALTIS HUMAN RESOURCES,2017-2018,464549.87,476650.19
ALTIS HUMAN RESOURCES,2018-2019,393609.11,399375.91
ALTIS HUMAN RESOURCES,2019-2020,347150.18,342643.61
ALTIS HUMAN RESOURCES,2020-2021,401833.94,381925.84
ALTIS HUMAN RESOURCES,2021-2022,363511.71,337027.83
AMAZON,2019-2020,14180.55,13837.37
AMAZON,2020-2021,855837.33,807607.17
AMAZON,2021-2022,1091021.43,1002218.40
AMS IMAGING,2017-2018,89462.38,91759.25
AMS IMAGING,2018-2019,70742.63,71883.50
AMS IMAGING,2019-2020,73278.45,72660.05
AMS IMAGING,2020-2021,89247.05,84897.99
AMS IMAGING,2021-2022,34489.03,32021.17
AON REED STENHOUSE,2017-2018,261583.59,268327.94
AON REED STENHOUSE,2018-2019,238512.67,241841.43
AON REED STENHOUSE,2019-2020,317000.09,314287.94
AON REED STENHOUSE,2020-2021,66465.61,62742.20
APPLIED ELECTONICS,2017-2018,351614.23,360513.54
APPLIED ELECTONICS,2018-2019,217851.47,220390.08
APPLIED ELECTONICS,2019-2020,326350.68,321882.69
