d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ALTIS HUMAN RESOURCES,2020-2021,96038.70,91996.49
ALTIS HUMAN RESOURCES,2021-2022,96038.70,89501.96
BELL CANADA,2020-2021,11656.63,11152.83
CANON,2020-2021,3161.29,2976.73
CANON,2021-2022,12645.15,11820.13
COMPUGEN,2020-2021,132399.76,124670.00
CSDC SYSTEMS,2021-2022,11574.56,10680.55
DELL COMPUTER,2020-2021,161356.20,151935.90
EBSCO CANADA,2019-2020,4967.95,4857.74
EBSCO CANADA,2020-2021,16309.32,15515.05
EBSCO CANADA,2021-2022,8863.55,8314.42
ECOLE DE LANGUES ABCE,2019-2020,10934.00,10870.62
LUMINA IT,2019-2020,1259.26,1228.78
LUMINA IT,2020-2021,15740.74,15010.89
NISHA TECHONOLOGIES,2020-2021,103836.31,99291.57
NISHA TECHONOLOGIES,2021-2022,17644.23,16683.70
NORTHERN MICRO,2020-2021,102089.85,97135.50
PROTAK CONSULTING GROUP,2021-2022,19728.11,17818.43
QMR,2021-2022,77292.00,72148.01
RHEA,2020-2021,30400.00,28780.61
RHEA,2021-2022,35595.00,33436.62
SOFTCHOICE,2020-2021,14983.80,14209.25
SOFTCHOICE,2021-2022,41.00,37.03
STIFF SENTENCES,2021-2022,99835.50,92566.12
STONEWORKS TECHNOLOGIES,2020-2021,191397.43,180223.27
TEKNION,2019-2020,28995.40,28380.47
TEKNION,2020-2021,24959.10,23950.30
TEKSYSTEMS CANADA,2021-2022,39968.10,37528.76
THOMSON REUTERS,2020-2021,10599.55,10099.89
THOMSON REUTERS,2021-2022,21282.70,19717.93
TRM TECHNOLOGIES,2021-2022,131039.02,121539.36
VERITAAQ TECHNOLOGY HOUSE,2021-2022,58791.12,53338.42
