d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,41791.69,40837.79
1_facilities_and_construction,2020-2021,42665.11,40391.90
10_office_management,2019-2020,60265.40,59343.55
10_office_management,2020-2021,48774.98,46862.81
10_office_management,2021-2022,47619.90,44615.62
2_professional_services,2019-2020,128459.26,126287.09
2_professional_services,2020-2021,516905.21,492110.27
2_professional_services,2021-2022,450116.68,418070.36
2_professional_services,2022-2023,447746.11,400065.15
3_information_technology,2019-2020,24519.60,24044.00
3_information_technology,2020-2021,884933.43,837264.97
3_information_technology,2021-2022,860519.97,795654.23
3_information_technology,2022-2023,1154795.36,1033695.62
4_medical,2021-2022,1694.89,1532.15
4_medical,2022-2023,52273.91,46658.50
6_industrial_products_and_services,2020-2021,133692.04,126353.49
8_security_and_protection,2022-2023,289430.07,258806.47
9_human_capital,2019-2020,15901.95,15739.57
9_human_capital,2020-2021,360626.08,345375.33
9_human_capital,2021-2022,18943.00,17587.19
9_human_capital,2022-2023,267479.27,238419.22
