d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,94348.71,96864.72
1_facilities_and_construction,2018-2019,14604.49,14795.05
4_medical,2017-2018,99843.41,101597.51
4_medical,2018-2019,90648.90,91736.50
4_medical,2019-2020,29536.50,29476.00
4_medical,2020-2021,140046.22,132715.25
4_medical,2021-2022,433621.91,290877.21
6_industrial_products_and_services,2017-2018,158019.75,160734.11
6_industrial_products_and_services,2018-2019,421386.00,425463.93
6_industrial_products_and_services,2019-2020,1003583.90,1004959.93
6_industrial_products_and_services,2020-2021,6337042.55,6196568.24
6_industrial_products_and_services,2021-2022,6704339.62,5092617.50
