d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,94348.70821792822
1_facilities_and_construction,2018-2019,14604.493150684932
4_medical,2017-2018,99843.41
4_medical,2018-2019,90648.90000000001
4_medical,2019-2020,29536.5
4_medical,2020-2021,140046.22051282052
6_industrial_products_and_services,2017-2018,158019.75
6_industrial_products_and_services,2018-2019,421386
6_industrial_products_and_services,2019-2020,1003583.9015151516
6_industrial_products_and_services,2020-2021,6337042.552821154
