d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,37938.50,39057.38
1_facilities_and_construction,2018-2019,182452.27,184636.24
1_facilities_and_construction,2019-2020,283761.18,282393.23
1_facilities_and_construction,2020-2021,86018.00,82048.76
1_facilities_and_construction,2021-2022,38209.60,34937.65
1_facilities_and_construction,2022-2023,36915.00,33211.79
10_office_management,2018-2019,89372.25,90207.13
10_office_management,2020-2021,1469230.44,1399481.11
10_office_management,2021-2022,1557915.57,1455963.44
2_professional_services,2018-2019,0.00,0.00
