d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
4 OFFICE AUTOMATION,2017-2018,55183.72,56436.20
4 OFFICE AUTOMATION,2018-2019,31632.53,32036.21
4 OFFICE AUTOMATION,2019-2020,31719.20,31654.23
4PLAN CONSULTING,2017-2018,49666.98,51415.96
4PLAN CONSULTING,2018-2019,0.00,0.00
A HUNDRED ANSWERS,2017-2018,0.00,0.00
A HUNDRED ANSWERS,2021-2022,0.00,0.00
ADGA GROUP,2017-2018,246578.42,251394.19
ADGA GROUP,2018-2019,476940.69,483193.51
ADGA GROUP,2019-2020,218862.25,218746.71
ADVANCED BUSINESS INTERIORS,2018-2019,36531.06,36884.59
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,76329.92,77775.90
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,491568.03,497653.96
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,104694.83,104783.38
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,196822.50,195074.76
AECOM,2019-2020,42059.40,41960.68
AECOM,2021-2022,119202.68,83130.53
AIR INUIT,2017-2018,28441.39,29421.66
AIR TINDI,2017-2018,106878.07,109507.28
AIR TINDI,2018-2019,32281.81,32989.48
AIR TINDI,2019-2020,23043.40,23032.89
AIR TINDI,2020-2021,69287.30,67887.57
AIR TINDI,2021-2022,127513.26,116442.64
ALTIS HUMAN RESOURCES,2017-2018,322134.78,330403.36
ALTIS HUMAN RESOURCES,2018-2019,588308.57,596057.59
ALTIS HUMAN RESOURCES,2019-2020,609763.84,608520.27
ALTIS HUMAN RESOURCES,2020-2021,510170.36,499287.01
ALTIS HUMAN RESOURCES,2021-2022,264548.44,240781.69
APPLIED ELECTONICS,2017-2018,362620.93,368849.79
APPLIED ELECTONICS,2018-2019,27863.05,28132.69
ARCADIS CANADA,2017-2018,1479175.33,1515224.81
ARCADIS CANADA,2018-2019,659957.40,666992.79
ARCADIS CANADA,2019-2020,607286.57,606165.53
ARCADIS CANADA,2020-2021,435255.58,424721.24
ARCADIS CANADA,2021-2022,470675.08,369425.07
ARTEMP PERSONNEL SERVICES,2017-2018,244562.71,250624.93
ARTEMP PERSONNEL SERVICES,2018-2019,227136.96,230035.93
ARTEMP PERSONNEL SERVICES,2019-2020,302033.51,301415.97
ARTEMP PERSONNEL SERVICES,2020-2021,64335.22,63335.20
ARTEMP PERSONNEL SERVICES,2021-2022,87303.64,65679.79
ASOKAN BUSINESS INTERIORS,2017-2018,12133.95,12351.41
ASOKAN BUSINESS INTERIORS,2018-2019,230748.86,233315.90
ASOKAN BUSINESS INTERIORS,2019-2020,63950.94,63885.76
ASOKAN BUSINESS INTERIORS,2020-2021,13776.55,13484.81
ASSOCIATED ENGINEERING,2018-2019,36015.00,36804.51
BDO CANADA,2017-2018,485995.41,498014.65
BDO CANADA,2018-2019,192570.84,195030.42
BDO CANADA,2019-2020,233444.24,232928.67
BDO CANADA,2020-2021,126647.84,124879.99
BDO CANADA,2021-2022,36038.21,27376.08
BECKMAN COULTER CANADA,2018-2019,68109.69,68737.18
BELL CANADA,2018-2019,485131.26,489826.08
BLUMETRIC ENVIRONMENTAL,2017-2018,664320.46,679441.32
BLUMETRIC ENVIRONMENTAL,2018-2019,129419.00,131231.32
BLUMETRIC ENVIRONMENTAL,2019-2020,126352.10,125943.86
BLUMETRIC ENVIRONMENTAL,2020-2021,454022.74,439285.44
BLUMETRIC ENVIRONMENTAL,2021-2022,300482.65,152519.02
CACHE COMPUTER CONSULTING,2021-2022,5930.99,4227.91
CALIAN,2017-2018,870571.21,893907.33
CALIAN,2018-2019,678420.99,687671.28
CAMPBELL SCIENTIFIC CANADA,2017-2018,10972.86,11161.34
CANADA POST,2017-2018,11500.00,11773.93
CANADIAN BANK NOTE COMPANY,2018-2019,18155.04,18330.73
CANADIAN BANK NOTE COMPANY,2019-2020,241205.60,240882.32
CANADIAN BANK NOTE COMPANY,2020-2021,704320.36,689520.99
CANADIAN BANK NOTE COMPANY,2021-2022,704320.36,535030.21
CANADIAN CORPS OF COMMISSIONAIRES,2017-2018,618180.17,635098.08
CANADIAN CORPS OF COMMISSIONAIRES,2018-2019,32696.13,33069.74
CANADIAN CORPS OF COMMISSIONAIRES,2019-2020,263955.73,263418.95
CANADIAN CORPS OF COMMISSIONAIRES,2020-2021,60991.19,59709.63
CANADIAN CORPS OF COMMISSIONAIRES,2021-2022,81989.97,62220.49
CANADIAN DEVELOPMENT CONSULTANTS,2017-2018,3385905.61,3465411.68
CANADIAN DEVELOPMENT CONSULTANTS,2018-2019,1227016.06,1242524.82
CANADIAN DEVELOPMENT CONSULTANTS,2019-2020,345496.72,344791.68
CANADIAN DEVELOPMENT CONSULTANTS,2020-2021,58010.38,56349.08
CANADIAN DEVELOPMENT CONSULTANTS,2021-2022,76773.06,58319.92
CANADIAN HELICOPTERS,2017-2018,67568.55,69789.52
CANON,2017-2018,35144.92,36004.07
CANON,2018-2019,67223.60,68077.79
CANON,2019-2020,73661.08,73501.76
CANON,2020-2021,38404.59,37597.63
CANON,2021-2022,29379.07,22317.53
CANSEL SURVEY EQUIPMENT,2020-2021,25312.93,24860.16
CARLETON UNIVERSITY,2017-2018,24000.00,24450.86
CDCI RESEARCH,2017-2018,57177.70,58565.54
CDCI RESEARCH,2018-2019,62970.01,63849.41
CDCI RESEARCH,2019-2020,867618.65,865420.64
CDCI RESEARCH,2020-2021,2014160.92,1955471.64
CDCI RESEARCH,2021-2022,1985656.92,1417096.55
CDW CANADA,2017-2018,402268.23,410788.86
CDW CANADA,2018-2019,223503.13,225775.55
CDW CANADA,2019-2020,168013.94,167949.46
CDW CANADA,2020-2021,70641.17,69156.84
CDW CANADA,2021-2022,8521.59,0.00
CGI,2017-2018,76233.77,78277.25
CGI,2018-2019,76233.77,77206.63
CGI,2019-2020,76442.63,76286.05
CGI,2020-2021,76233.77,74631.92
CGI,2021-2022,76233.77,57910.25
CHARRON HUMAN RESOURCES,2019-2020,1714.19,1716.54
CHARRON HUMAN RESOURCES,2020-2021,23173.26,22686.33
CHARRON HUMAN RESOURCES,2021-2022,10602.56,9737.84
CISTEL TECHNOLOGY,2017-2018,56234.27,57208.63
CNW GROUP,2017-2018,25448.22,26057.36
CNW GROUP,2018-2019,47865.62,48487.13
CNW GROUP,2019-2020,52840.54,52732.31
COLLIERS PROJECT LEADERS,2017-2018,1186364.27,1216153.17
COLLIERS PROJECT LEADERS,2018-2019,749393.21,758686.03
COLLIERS PROJECT LEADERS,2019-2020,268279.27,267729.77
COLLIERS PROJECT LEADERS,2020-2021,267242.50,260768.87
COLLIERS PROJECT LEADERS,2021-2022,286787.42,216737.48
COMPUCOM CANADA,2018-2019,280658.61,283374.66
CONEXSYS,2017-2018,76871.56,78423.52
CONEXSYS,2018-2019,49493.56,50125.17
CORADIX TECHNOLOGY CONSULTING,2017-2018,679962.45,695053.24
CORADIX TECHNOLOGY CONSULTING,2018-2019,747283.57,756867.57
CORADIX TECHNOLOGY CONSULTING,2019-2020,729733.93,728239.24
CORADIX TECHNOLOGY CONSULTING,2020-2021,191555.12,187530.11
COSSETTE COMMUNICATIONS,2018-2019,473033.82,477611.57
CSDC SYSTEMS,2019-2020,65584.36,65370.71
CSDC SYSTEMS,2020-2021,28693.16,28944.16
DALIAN ENTERPRISES,2017-2018,29565.56,30613.49
DELL COMPUTER,2020-2021,36212.40,34228.37
DELOITTE AND TOUCHE,2017-2018,269771.54,278171.92
DELOITTE AND TOUCHE,2018-2019,583541.59,590411.84
DELOITTE AND TOUCHE,2019-2020,96719.00,96579.21
DELOITTE AND TOUCHE,2020-2021,647340.80,632747.27
DELOITTE AND TOUCHE,2021-2022,317681.13,234347.40
DILLON CONSULTING,2019-2020,165668.50,164708.28
DILLON CONSULTING,2020-2021,125350.87,120600.57
DILLON CONSULTING,2021-2022,282209.33,193082.61
DONNA CONA,2017-2018,7388269.90,7574261.07
DONNA CONA,2018-2019,6666293.94,6749365.95
DONNA CONA,2019-2020,6017174.80,6005379.88
DONNA CONA,2020-2021,5332582.61,5220109.95
DONNA CONA,2021-2022,5600041.91,4251074.66
DYNABOOK CANADA,2019-2020,2115374.25,2114963.33
DYNABOOK CANADA,2021-2022,15519.00,0.00
EBSCO CANADA,2017-2018,278707.22,283932.74
EBSCO CANADA,2018-2019,52219.26,52790.65
EBSCO CANADA,2019-2020,353080.41,352357.21
EBSCO CANADA,2020-2021,322209.99,316449.74
ECLIPSYS SOLUTIONS,2018-2019,1022.29,1032.18
ECLIPSYS SOLUTIONS,2019-2020,34112.81,34040.50
ECOLE DE LANGUES ABCE,2017-2018,111050.91,113801.28
ECOLE DE LANGUES ABCE,2018-2019,77622.77,78680.09
ECOLE DE LANGUES ABCE,2019-2020,96105.25,95805.27
ECOLE DE LANGUES ABCE,2020-2021,8012.40,7780.40
ECOLE DE LANGUES ABCE,2021-2022,1440.59,1330.67
ECOLE DE LANGUES LA CITE,2020-2021,13417.02,12681.92
ECOLE DE LANGUES LA CITE,2021-2022,44659.53,40773.44
ELSEVIER,2018-2019,24438.28,24668.17
ENGLOBE,2019-2020,173314.94,172838.28
ENGLOBE,2020-2021,305723.10,295015.23
ENGLOBE,2021-2022,511100.25,376163.47
ERNST YOUNG,2017-2018,272353.99,279483.17
ERNST YOUNG,2018-2019,297030.23,300820.79
ERNST YOUNG,2019-2020,297844.01,297233.95
ERNST YOUNG,2020-2021,409253.56,399731.70
ERNST YOUNG,2021-2022,281483.50,211626.17
ESRI,2017-2018,599224.88,613755.93
ESRI,2018-2019,433170.61,438681.51
ESRI,2019-2020,242440.67,241816.72
ESRI,2020-2021,639890.17,627650.31
ESRI,2021-2022,47906.79,33928.67
EVALUATION PERSONNEL SELECTION,2019-2020,135670.50,135284.61
EVALUATION PERSONNEL SELECTION,2021-2022,38827.06,25788.69
EXCEL HUMAN RESOURCES,2017-2018,117182.86,120539.24
EXCEL HUMAN RESOURCES,2019-2020,78543.68,78472.18
EXCEL HUMAN RESOURCES,2021-2022,12855.04,0.00
FAST FORWARD FRENCH,2017-2018,74290.00,76249.96
FAST FORWARD FRENCH,2018-2019,24800.00,25168.81
FAST FORWARD FRENCH,2019-2020,24990.00,24972.04
FAST FORWARD FRENCH,2021-2022,26400.00,24190.91
FCA CANADA,2017-2018,54465.95,55421.06
FCA CANADA,2018-2019,65480.10,66113.78
FELIX TECHNOLOGY,2018-2019,64410.00,65003.41
FERENCE COMPANY CONSULTING,2017-2018,87522.07,90391.96
FERENCE COMPANY CONSULTING,2018-2019,107213.42,108412.05
FERENCE COMPANY CONSULTING,2019-2020,391282.22,389900.10
FERENCE COMPANY CONSULTING,2020-2021,85502.34,83366.45
FERENCE COMPANY CONSULTING,2021-2022,114385.40,103000.67
FMC PROFESSIONALS,2017-2018,0.00,0.00
FMC PROFESSIONALS,2018-2019,0.00,0.00
FMC PROFESSIONALS,2019-2020,39940.73,39746.54
FORD MOTOR COMPANY,2017-2018,69797.33,71759.16
FORD MOTOR COMPANY,2019-2020,52821.30,52693.14
FORD MOTOR COMPANY,2021-2022,61031.43,51337.14
FREEBALANCE,2017-2018,65001.49,66743.89
FREEBALANCE,2019-2020,61166.70,61041.41
FUJITSU,2017-2018,24886.34,25406.66
GAP WIRELESS,2018-2019,46839.06,47382.41
GARTNER,2017-2018,356429.82,365650.94
GARTNER,2018-2019,1792981.90,1811321.80
GARTNER,2019-2020,483841.18,482850.15
GENERAL MOTORS,2021-2022,51894.15,47061.59
GENESIS INTEGRATION,2017-2018,54143.29,55084.65
GENESIS INTEGRATION,2019-2020,13793.55,13812.46
GLOBAL KNOWLEDGE,2017-2018,78778.23,80369.48
GLOBAL KNOWLEDGE,2018-2019,39452.03,39980.61
GLOBAL KNOWLEDGE,2019-2020,35279.44,35207.79
GLOBAL KNOWLEDGE,2020-2021,1150.69,1160.76
GLOBAL UPHOLSTERY,2017-2018,15482.34,16015.96
GLOBAL UPHOLSTERY,2018-2019,24824.10,25064.33
GOLDER ASSOCIATES,2017-2018,31564.87,32675.82
GRAND TOY,2017-2018,100927.39,102951.26
GRAND TOY,2018-2019,19262.25,19448.66
GRAYBRIDGE INTERNATIONAL CONSULTING,2017-2018,91137.38,93381.71
GRAYBRIDGE INTERNATIONAL CONSULTING,2018-2019,12128.90,12257.57
GRAYBRIDGE INTERNATIONAL CONSULTING,2019-2020,21595.44,21522.03
GRAYBRIDGE INTERNATIONAL CONSULTING,2020-2021,27024.20,26261.08
GRAYBRIDGE INTERNATIONAL CONSULTING,2021-2022,65199.00,59394.30
GREAT SLAVE HELICOPTERS,2017-2018,36801.91,38070.34
GREAT SLAVE HELICOPTERS,2021-2022,55756.00,50320.44
HEMMERA ENVIROCHEM,2020-2021,338539.36,327705.43
HEMMERA ENVIROCHEM,2021-2022,478941.34,363823.20
HEWLETT PACKARD,2017-2018,27944.99,28780.76
HOSKIN SCIENTIFIC,2018-2019,62990.55,63575.51
HOSKIN SCIENTIFIC,2021-2022,19422.89,0.00
HYPERTEC,2018-2019,85627.63,86456.28
HYPERTEC,2020-2021,16443.00,15542.11
I4C INFORMATION TECHNOLOGY,2017-2018,169500.00,172740.76
IBM CANADA,2017-2018,733673.00,748344.13
IBM CANADA,2018-2019,843139.00,852760.24
IBM CANADA,2019-2020,1582061.23,1578058.22
IBM CANADA,2020-2021,138869.32,137709.74
IFATHOM,2018-2019,55762.88,56302.52
INSTRUX MEDIA,2019-2020,160546.12,159730.00
INSTRUX MEDIA,2020-2021,25650.38,25394.95
INTERNATIONAL REPORTING,2017-2018,50000.00,50922.97
IPSOS,2017-2018,97990.29,99673.51
IPSOS,2018-2019,241003.16,243559.92
IPSS,2018-2019,669540.54,676019.96
IRON MOUNTAIN,2017-2018,656306.13,675207.95
IRON MOUNTAIN,2018-2019,558859.85,565652.09
IRON MOUNTAIN,2019-2020,312308.87,311663.20
IRON MOUNTAIN,2020-2021,11497.50,11136.90
IRON MOUNTAIN,2021-2022,13134.10,8218.02
IT NET CONSULTANTS,2017-2018,291814.16,298169.34
IT NET CONSULTANTS,2018-2019,371723.01,376371.71
IT NET CONSULTANTS,2019-2020,158847.94,158775.47
ITEX,2017-2018,135293.34,137617.32
ITEX,2018-2019,130929.04,132318.05
ITEX,2019-2020,122020.67,121614.75
JONES LANG LASALLE,2020-2021,5336.16,5043.80
JONES LANG LASALLE,2021-2022,143587.19,97790.85
KENN BOREK AIR,2020-2021,78046.09,77026.57
KENN BOREK AIR,2021-2022,83337.43,76016.78
KONICA MINOLTA BUSINESS SOLUTIONS,2017-2018,61267.55,62857.04
KONICA MINOLTA BUSINESS SOLUTIONS,2018-2019,70419.52,71312.53
KONICA MINOLTA BUSINESS SOLUTIONS,2019-2020,53877.40,53773.50
