d_vendor_name,d_fiscal_year,total
4 OFFICE AUTOMATION,2017-2018,55183.721843065694
4 OFFICE AUTOMATION,2018-2019,31632.531843065695
4 OFFICE AUTOMATION,2019-2020,31719.196313868615
4PLAN CONSULTING,2017-2018,49666.98011976048
4PLAN CONSULTING,2018-2019,0
A HUNDRED ANSWERS,2017-2018,0
ADGA GROUP,2017-2018,246578.41842465752
ADGA GROUP,2018-2019,476940.69499999995
ADGA GROUP,2019-2020,218862.24657534246
ADVANCED BUSINESS INTERIORS,2018-2019,36531.06
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,76329.91915068493
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,491568.03084931505
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,104694.83041509434
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,196822.4995849057
AECOM,2019-2020,42059.4
AIR INUIT,2017-2018,28441.39
AIR TINDI,2017-2018,106878.06999999999
AIR TINDI,2018-2019,32281.809999999998
AIR TINDI,2019-2020,23043.4
AIR TINDI,2020-2021,69287.3
ALTIS HUMAN RESOURCES,2017-2018,322134.781312347
ALTIS HUMAN RESOURCES,2018-2019,588308.5683916649
ALTIS HUMAN RESOURCES,2019-2020,609763.8432313128
ALTIS HUMAN RESOURCES,2020-2021,510170.36202231445
APPLIED ELECTONICS,2017-2018,362620.93
APPLIED ELECTONICS,2018-2019,27863.05
ARCADIS CANADA,2017-2018,1479175.328823555
ARCADIS CANADA,2018-2019,659957.4030973772
ARCADIS CANADA,2019-2020,607286.569682913
ARCADIS CANADA,2020-2021,435255.57526522496
ARTEMP PERSONNEL SERVICES,2017-2018,244562.71128494284
ARTEMP PERSONNEL SERVICES,2018-2019,227136.96290620757
ARTEMP PERSONNEL SERVICES,2019-2020,302033.50561914436
ARTEMP PERSONNEL SERVICES,2020-2021,64335.22393141719
ASOKAN BUSINESS INTERIORS,2017-2018,12133.949999999999
ASOKAN BUSINESS INTERIORS,2018-2019,230748.86
ASOKAN BUSINESS INTERIORS,2019-2020,63950.94
ASOKAN BUSINESS INTERIORS,2020-2021,13776.55
BDO CANADA,2017-2018,485995.4113767756
BDO CANADA,2018-2019,192570.8363066321
BDO CANADA,2019-2020,233444.23957969315
BDO CANADA,2020-2021,126647.84127919332
BELL CANADA,2018-2019,485131.25999999995
BLUMETRIC ENVIRONMENTAL,2017-2018,664320.4633962264
BLUMETRIC ENVIRONMENTAL,2018-2019,129419
