d_vendor_name,overall_total
DONNA CONA,26703143.2480801
ORACLE CANADA,6928018.731891983
WAMPUM RECORDS AND CANADIAN,5760578.49
CANADIAN DEVELOPMENT CONSULTANTS,5016428.773905549
T H G THE HISTORY GROUP,4558461.44696288
ROBERTSON GEOCONSULTANTS,3831404.85
RAYMOND CHABOT GRANT THORNTON,3548364.3930200734
STRATOS,3534164.254541539
NORTHERN MICRO,3371099.96
IBM CANADA,3297742.55
ARCADIS CANADA,3181674.87686907
CDCI RESEARCH,3001927.28
PUBLIC HISTORY,2904959.466383992
GARTNER,2633252.908
JOAN HOLMES ASSOC,2472599.1916832
COLLIERS PROJECT LEADERS,2471279.2501135212
CORADIX TECHNOLOGY CONSULTING,2348535.06
QMR,2283178.8505400806
DYNABOOK CANADA,2115374.25
BLAIR ELLIOT TOTHILL DBA SOMATOS,2095999.7675675678
TIREE,2083347.2448678722
ALTIS HUMAN RESOURCES,2030377.554957639
MICROSOFT CANADA,1968332.78
ESRI,1914726.3368160378
LINK ADVANTAGE RESEARCH,1791415.13
BLUE COLLAR SILVICULTURE,1763589.45
KONICA MINOLTA BUSINESS EQUIPMENT,1731572.8124110622
TETRA TECH CANADA,1612693.4396770839
DELOITTE AND TOUCHE,1597372.9241126352
O CONNOR PATRICIA,1596024.9022485206
CALIAN,1548992.1987671233
NISHA TECHONOLOGIES,1516458.959027778
THE RIGHT DOOR CONSULTING,1494065.8097395594
PRICEWATERHOUSE COOPERS,1487779.6043233743
WOODMERE NURSERY,1485577.41822335
CHERNIACK LAWRENCE,1474177.7389037039
BLUMETRIC ENVIRONMENTAL,1374114.3033962266
SNC LAVALIN,1322749.588303249
IRON MOUNTAIN,1295172.93
STANTEC,1281505.6048360656
ERNST YOUNG,1263106.3894891248
SAMSON ASSOCIATES,1234772.7832359206
SRK CONSULTING CANADA,1187723.2564963773
MOBILE RESOURCE GROUP,1124556.9523239436
SMITH RESEARCH,1111551.9052626812
PACIFIC GEOTECH SYSTEMS,1104647.5371543842
BDO CANADA,1038658.3285422941
WOOD CANADA,1037947.05
ENNS RON,1015647.430967972
EBSCO CANADA,1006216.8832239656
CANADIAN CORPS OF COMMISSIONAIRES,975823.22
CANADIAN BANK NOTE COMPANY,963680.9962841531
ADGA GROUP,942381.36
WORKDYNAMICS TECHNOLOGIES,940572.9792328768
MARSDEN WESLEY,937487.5357788098
VIEWPOINT MEDICAL,931488.0639368768
ARVAY FINLAY,929845.2799999999
SOMATOS INFORMATION CONSULTING,903227.5
CLARK ADRIAN,895184.6118172845
TURTLE TECHNOLOGIES,886556.1834588352
ADVANCED CHIPPEWA TECHNOLOGIES,869415.28
VIEWPOINT MEDICAL ASSESSMENT,867196.8746759177
VWR INTERNATIONAL,866557.26
CDW CANADA,864426.4724492851
BKH SOLUTIONS CONSULTING,857657.8930555233
CRAIG DESHARNAIS RESEARCH,843541.88
ARTEMP PERSONNEL SERVICES,838068.403741712
IT NET CONSULTANTS,822385.11
BOYLE MARILYN,822150.5
MICHEL H B LANDRY AVOCAT NOTAIRE,805502.6410135747
SI SYSTEMS,795028.7399999999
ISH CONSULTING,778584.184362864
SLR CONSULTING CANADA,772289.03
LNW CONSULTING,761140.41
BRONSON CONSULTING GROUP,759421.587239819
THE AIM GROUP,756788.9041358578
NITAWAGAN DATA MANAGEMENT AND,743722.1684137399
LAURIER RESEARCH GROUP,738757.0599999999
TPG TECHNOLOGY CONSULTANTS,724217
STENOTRAN SERVICES,709828.1987813885
NELPCO PARTNERSHIP,699356.6300000001
IGLOLIORTE JAMES,680414.52
FERENCE COMPANY CONSULTING,671520.0572222222
SERECON,670520.6906488616
IPSS,669540.54
KPMG,666320.8242365377
PEAK MANAGEMENT AND NEGOTIATIONS,662559.9586829303
CHELL TODORUK RESEARCH CONSULTING,648212.5700000001
ONCIDIUM AND BOWCURVE,646707.6016006367
GOVERNMENT OF NUNAVUT,637210.3500000001
ASAP REPORTING SERVICES,631592.8572895126
BLAIR ELLIOTT TOTHILL CRAIG LIONEL,619108.27
SAP,617972.304048443
TOSHIBA CLIENT SOLUTION CANADA LIMI,611420.5
GETZLER JOSHUA,607807.2
HDP GROUP,602910
BELL BROWNE MOLNAR DELICATE,598720.16
MAXSYS STAFFING AND CONSULTING,585953.9255368626
GREER KARLA,571715
CARIBOO ABORIGINAL FORESTRY,558998.8
