d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,22484.31,23085.94
1_facilities_and_construction,2021-2022,120750.00,87514.62
11_defence,2017-2018,23032239.23,23527930.33
11_defence,2018-2019,26742862.57,27100558.61
11_defence,2019-2020,34179360.87,34113568.18
11_defence,2020-2021,28230264.65,27652025.16
11_defence,2021-2022,35730628.07,22477601.26
5_transportation_and_logistics,2017-2018,25972849.74,26510000.27
5_transportation_and_logistics,2018-2019,27317352.56,27647095.05
5_transportation_and_logistics,2019-2020,31133420.24,31099546.95
5_transportation_and_logistics,2020-2021,23914483.16,23032400.01
5_transportation_and_logistics,2021-2022,42192414.54,20357133.41
6_industrial_products_and_services,2019-2020,148067.20,147779.64
6_industrial_products_and_services,2020-2021,1741204.57,1670158.34
6_industrial_products_and_services,2021-2022,3373151.70,2562382.37
