d_vendor_name,d_fiscal_year,total,total_constant_2019_dollars
ACART COMMUNICATIONS,2017-2018,25000.00,25818.83
ACCESS 2 NETWORKS,2017-2018,96175.10,98968.73
ACCESS 2 NETWORKS,2018-2019,27284.21,27828.52
ACCESS 2 NETWORKS,2019-2020,41672.05,41225.61
ACCESS 2 NETWORKS,2020-2021,65295.60,62562.98
ACCESS 2 NETWORKS,2021-2022,14988.75,14135.20
ACT,2020-2021,22920.80,21877.44
ACT,2021-2022,6433.91,6092.88
ADVANCED BUSINESS INTERIORS,2017-2018,96515.24,99378.07
ADVANCED BUSINESS INTERIORS,2019-2020,26984.31,26622.47
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,20958.87,21606.18
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,28226.62,28511.39
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,37166.83,36755.25
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,25733.74,24459.92
ADVANCED CHIPPEWA TECHNOLOGIES,2021-2022,58895.90,54566.75
ADVANCED CHIPPEWA TECHNOLOGIES,2022-2023,15323.69,13841.35
ALTIS HUMAN RESOURCES,2017-2018,18625.95,19157.88
APPLIED ELECTONICS,2017-2018,18023.74,18538.47
APPLIED ELECTONICS,2020-2021,32011.88,30164.02
BLACKBERRY,2019-2020,40620.21,40206.24
BLACKBERRY,2020-2021,41436.57,39449.83
BLACKBERRY,2021-2022,6684.42,6330.11
BMC SOFTWARE,2020-2021,5712.85,5455.06
BMC SOFTWARE,2021-2022,6359.20,5944.51
BMC SOFTWARE CANADA,2017-2018,4927.70,5079.28
BMC SOFTWARE CANADA,2018-2019,6564.27,6690.06
BMC SOFTWARE CANADA,2019-2020,6582.26,6529.75
BMC SOFTWARE CANADA,2020-2021,1636.57,1545.95
CACHE COMPUTER CONSULTING,2018-2019,24756.37,25069.90
CACHE COMPUTER CONSULTING,2020-2021,40000.00,38037.25
CBCI TELECOM,2017-2018,165053.65,169795.19
CBCI TELECOM,2018-2019,70133.50,70788.66
CBCI TELECOM,2019-2020,60125.17,58853.07
CBCI TELECOM,2020-2021,249411.50,236309.95
CBCI TELECOM,2021-2022,284359.75,260940.70
CDW CANADA,2020-2021,18507.64,17570.27
CISION CANADA,2017-2018,5267.46,5420.22
CISION CANADA,2018-2019,5975.95,6121.87
CISION CANADA,2019-2020,12430.00,12330.85
CISTEL TECHNOLOGY,2017-2018,2115724.46,2181123.78
